seq	TSS	strand	nTAGs	isreal
I	   6530	+	    1	TRUE
I	   7096	+	    1	TRUE
I	   8069	+	    1	TRUE
I	   9368	+	    1	TRUE
I	   9442	+	    2	TRUE
I	  12742	+	    1	TRUE
I	  12826	+	    1	TRUE
I	  12829	+	    1	TRUE
I	  16350	+	    2	TRUE
I	  16975	+	    1	TRUE
I	  16988	+	    2	TRUE
I	  17006	+	    1	TRUE
I	  18031	+	    1	TRUE
I	  22842	+	    1	TRUE
I	  23384	+	    1	TRUE
I	  23780	+	    2	TRUE
I	  23947	+	    1	TRUE
I	  23958	+	    1	TRUE
I	  23969	+	    1	TRUE
I	  23990	+	    1	TRUE
I	  24025	+	    2	TRUE
I	  24342	+	    1	TRUE
I	  24838	+	    4	TRUE
I	  24852	+	    1	TRUE
I	  24876	+	    1	TRUE
I	  24909	+	    1	TRUE
I	  24918	+	    1	TRUE
I	  24949	+	    1	TRUE
I	  24957	+	    1	TRUE
I	  30150	+	    1	TRUE
I	  31108	+	    5	TRUE
I	  31117	+	   10	TRUE
I	  31119	+	    3	TRUE
I	  31125	+	    1	TRUE
I	  31127	+	    1	TRUE
I	  31187	+	    1	TRUE
I	  31188	+	    2	TRUE
I	  31193	+	   17	TRUE
I	  31212	+	    1	TRUE
I	  31216	+	    1	TRUE
I	  31221	+	    3	TRUE
I	  31234	+	    8	TRUE
I	  31242	+	    9	TRUE
I	  31245	+	    1	TRUE
I	  31258	+	    2	TRUE
I	  31521	+	    1	TRUE
I	  31523	+	    1	TRUE
I	  31569	+	    2	TRUE
I	  31713	+	    1	TRUE
I	  31729	+	    1	TRUE
I	  31876	+	    1	TRUE
I	  31891	+	    4	TRUE
I	  31936	+	    1	TRUE
I	  31979	+	    1	TRUE
I	  33185	+	    3	TRUE
I	  33299	+	    1	TRUE
I	  33345	+	    1	TRUE
I	  33348	+	    1	TRUE
I	  33359	+	    2	TRUE
I	  33362	+	    2	TRUE
I	  33384	+	    1	TRUE
I	  33780	+	    1	TRUE
I	  33793	+	    1	TRUE
I	  33796	+	    2	TRUE
I	  33880	+	    1	TRUE
I	  33917	+	    1	TRUE
I	  33969	+	    1	TRUE
I	  33990	+	    1	TRUE
I	  34003	+	    1	TRUE
I	  34134	+	    1	TRUE
I	  34148	+	    1	TRUE
I	  34704	+	    2	TRUE
I	  34835	+	    1	TRUE
I	  34978	+	    1	TRUE
I	  35015	+	    1	TRUE
I	  35020	+	    2	TRUE
I	  35033	+	    1	TRUE
I	  35057	+	    3	TRUE
I	  35061	+	    1	TRUE
I	  35065	+	    3	TRUE
I	  35068	+	    1	TRUE
I	  35097	+	    1	TRUE
I	  35099	+	    2	TRUE
I	  35103	+	    2	TRUE
I	  35107	+	   10	TRUE
I	  35114	+	    1	TRUE
I	  35115	+	    1	TRUE
I	  35116	+	    1	TRUE
I	  35155	+	    1	TRUE
I	  35178	+	    1	TRUE
I	  35185	+	   11	TRUE
I	  35200	+	    1	TRUE
I	  35212	+	    1	TRUE
I	  35835	+	    1	TRUE
I	  36498	+	    1	TRUE
I	  36511	+	    2	TRUE
I	  36513	+	    5	TRUE
I	  36514	+	    1	TRUE
I	  36519	+	    3	TRUE
I	  36522	+	    1	TRUE
I	  36525	+	   21	TRUE
I	  36528	+	    2	TRUE
I	  36535	+	    2	TRUE
I	  36553	+	    1	TRUE
I	  36556	+	    1	TRUE
I	  36559	+	    7	TRUE
I	  36564	+	    2	TRUE
I	  36567	+	    4	TRUE
I	  36571	+	    1	TRUE
I	  36576	+	    1	TRUE
I	  36587	+	    1	TRUE
I	  36725	+	    1	TRUE
I	  37378	+	    1	TRUE
I	  37380	+	    3	TRUE
I	  37405	+	    1	TRUE
I	  37415	+	   14	TRUE
I	  37419	+	    1	TRUE
I	  37422	+	    1	TRUE
I	  37449	+	    1	TRUE
I	  37451	+	    2	TRUE
I	  37536	+	    1	TRUE
I	  38424	+	    1	TRUE
I	  38469	+	    1	TRUE
I	  38563	+	    1	TRUE
I	  39195	+	    1	TRUE
I	  39200	+	    1	TRUE
I	  39201	+	    1	TRUE
I	  39205	+	    7	TRUE
I	  39208	+	    6	TRUE
I	  39209	+	    1	TRUE
I	  39211	+	    2	TRUE
I	  39215	+	   10	TRUE
I	  39217	+	    1	TRUE
I	  39222	+	    1	TRUE
I	  39225	+	    1	TRUE
I	  39237	+	    2	TRUE
I	  39250	+	    1	TRUE
I	  39253	+	    1	TRUE
I	  39256	+	    1	TRUE
I	  39259	+	    1	TRUE
I	  41347	+	    1	TRUE
I	  42134	+	    1	TRUE
I	  42145	+	    1	TRUE
I	  42155	+	    3	TRUE
I	  42164	+	    3	TRUE
I	  42170	+	    1	TRUE
I	  42177	+	    2	TRUE
I	  42182	+	    3	TRUE
I	  42185	+	    2	TRUE
I	  42203	+	    1	TRUE
I	  42251	+	    1	TRUE
I	  42305	+	    1	TRUE
I	  43448	+	    1	TRUE
I	  43454	+	    2	TRUE
I	  43469	+	    4	TRUE
I	  43493	+	    2	TRUE
I	  45690	+	    1	TRUE
I	  45744	+	    2	TRUE
I	  45748	+	    3	TRUE
I	  45751	+	    3	TRUE
I	  45753	+	    2	TRUE
I	  45761	+	    5	TRUE
I	  45769	+	    4	TRUE
I	  45801	+	    1	TRUE
I	  45810	+	   10	TRUE
I	  45837	+	    1	TRUE
I	  45874	+	    1	TRUE
I	  45877	+	    1	TRUE
I	  46118	+	    1	TRUE
I	  48474	+	    1	TRUE
I	  48488	+	    2	TRUE
I	  48497	+	    1	TRUE
I	  48501	+	    2	TRUE
I	  48511	+	    6	TRUE
I	  48531	+	    1	TRUE
I	  48534	+	   10	TRUE
I	  48539	+	   16	TRUE
I	  48542	+	    2	TRUE
I	  48545	+	    2	TRUE
I	  48550	+	   11	TRUE
I	  48552	+	    1	TRUE
I	  48555	+	    2	TRUE
I	  48564	+	    2	TRUE
I	  48566	+	    7	TRUE
I	  48570	+	    1	TRUE
I	  48579	+	    2	TRUE
I	  48581	+	    1	TRUE
I	  48584	+	    2	TRUE
I	  48593	+	    1	TRUE
I	  48834	+	    1	TRUE
I	  54211	+	    2	TRUE
I	  56574	+	    1	TRUE
I	  56962	+	    2	TRUE
I	  57471	+	    1	TRUE
I	  57479	+	    1	TRUE
I	  57487	+	    1	TRUE
I	  57490	+	    5	TRUE
I	  57496	+	    4	TRUE
I	  57497	+	    1	TRUE
I	  57500	+	    2	TRUE
I	  57501	+	    1	TRUE
I	  57504	+	    2	TRUE
I	  57506	+	   52	TRUE
I	  57507	+	    3	TRUE
I	  57509	+	    1	TRUE
I	  57510	+	    3	TRUE
I	  57511	+	   12	TRUE
I	  57513	+	    4	TRUE
I	  57514	+	    1	TRUE
I	  57517	+	   25	TRUE
I	  57520	+	   10	TRUE
I	  57524	+	    2	TRUE
I	  57526	+	    1	TRUE
I	  57530	+	    1	TRUE
I	  57532	+	    7	TRUE
I	  58649	+	    1	TRUE
I	  61254	+	    1	TRUE
I	  61267	+	    8	TRUE
I	  61269	+	   22	TRUE
I	  61270	+	    1	TRUE
I	  61272	+	    1	TRUE
I	  61274	+	   12	TRUE
I	  61276	+	    1	TRUE
I	  61279	+	   34	TRUE
I	  61282	+	   45	TRUE
I	  61285	+	    3	TRUE
I	  61287	+	   16	TRUE
I	  61288	+	    1	TRUE
I	  61290	+	    4	TRUE
I	  61292	+	    2	TRUE
I	  61293	+	    1	TRUE
I	  61294	+	   30	TRUE
I	  61296	+	   10	TRUE
I	  61300	+	  193	TRUE
I	  61301	+	    2	TRUE
I	  61304	+	   15	TRUE
I	  61306	+	    1	TRUE
I	  61309	+	    4	TRUE
I	  61313	+	    3	TRUE
I	  61355	+	    1	TRUE
I	  61361	+	    1	TRUE
I	  61375	+	    1	TRUE
I	  61445	+	    1	TRUE
I	  61450	+	    1	TRUE
I	  61480	+	    1	TRUE
I	  61552	+	    2	TRUE
I	  61622	+	    1	TRUE
I	  62171	+	    1	TRUE
I	  62180	+	    2	TRUE
I	  62765	+	    7	TRUE
I	  62773	+	    2	TRUE
I	  62776	+	   16	TRUE
I	  62795	+	    1	TRUE
I	  62805	+	    6	TRUE
I	  62807	+	    1	TRUE
I	  62808	+	    9	TRUE
I	  68195	+	    1	TRUE
I	  68698	+	    2	TRUE
I	  68725	+	    1	TRUE
I	  69947	+	    1	TRUE
I	  69963	+	    1	TRUE
I	  69969	+	    1	TRUE
I	  71514	+	    1	TRUE
I	  71549	+	    1	TRUE
I	  71644	+	    1	TRUE
I	  71646	+	    3	TRUE
I	  71649	+	   10	TRUE
I	  71652	+	    1	TRUE
I	  71653	+	    1	TRUE
I	  71657	+	    7	TRUE
I	  71663	+	    5	TRUE
I	  71666	+	    1	TRUE
I	  71670	+	   13	TRUE
I	  71680	+	    3	TRUE
I	  71682	+	    4	TRUE
I	  71686	+	    3	TRUE
I	  71696	+	   34	TRUE
I	  71703	+	   16	TRUE
I	  71711	+	   46	TRUE
I	  71717	+	   15	TRUE
I	  71722	+	   33	TRUE
I	  71724	+	    1	TRUE
I	  71726	+	   39	TRUE
I	  71727	+	    5	TRUE
I	  71728	+	    2	TRUE
I	  71729	+	  339	TRUE
I	  71730	+	    6	TRUE
I	  71732	+	    2	TRUE
I	  71733	+	    5	TRUE
I	  71734	+	    5	TRUE
I	  71736	+	    1	TRUE
I	  71739	+	   20	TRUE
I	  71743	+	    1	TRUE
I	  71745	+	   20	TRUE
I	  71746	+	    3	TRUE
I	  71747	+	    1	TRUE
I	  71749	+	   35	TRUE
I	  71750	+	    2	TRUE
I	  71751	+	  136	TRUE
I	  71752	+	   24	TRUE
I	  71753	+	  197	TRUE
I	  71755	+	   13	TRUE
I	  71756	+	  715	TRUE
I	  71757	+	    4	TRUE
I	  71758	+	   34	TRUE
I	  71759	+	10529	TRUE
I	  71760	+	   18	TRUE
I	  71761	+	    2	TRUE
I	  71762	+	    2	TRUE
I	  71763	+	  147	TRUE
I	  71764	+	   22	TRUE
I	  71765	+	    4	TRUE
I	  71767	+	    2	TRUE
I	  71768	+	  225	TRUE
I	  71769	+	    9	TRUE
I	  71770	+	    1	TRUE
I	  71772	+	   13	TRUE
I	  71773	+	    2	TRUE
I	  71777	+	   53	TRUE
I	  71780	+	   41	TRUE
I	  71783	+	    4	TRUE
I	  71785	+	    2	TRUE
I	  71787	+	    1	TRUE
I	  71788	+	    2	TRUE
I	  71809	+	    1	TRUE
I	  71815	+	    3	TRUE
I	  71829	+	    1	TRUE
I	  71830	+	    1	TRUE
I	  71839	+	    1	TRUE
I	  71843	+	    1	TRUE
I	  71856	+	    1	TRUE
I	  71858	+	    2	TRUE
I	  71861	+	    1	TRUE
I	  71868	+	    2	TRUE
I	  71876	+	    1	TRUE
I	  71896	+	    1	TRUE
I	  71912	+	    3	TRUE
I	  71914	+	    2	TRUE
I	  71915	+	    1	TRUE
I	  71916	+	    5	TRUE
I	  71935	+	    2	TRUE
I	  71963	+	    2	TRUE
I	  71966	+	    2	TRUE
I	  71993	+	    1	TRUE
I	  72000	+	    4	TRUE
I	  72038	+	    1	TRUE
I	  72044	+	    3	TRUE
I	  72075	+	    3	TRUE
I	  72107	+	    2	TRUE
I	  72128	+	    1	TRUE
I	  72131	+	    1	TRUE
I	  72165	+	    1	TRUE
I	  72202	+	    1	TRUE
I	  72205	+	    1	TRUE
I	  72228	+	    1	TRUE
I	  72229	+	    4	TRUE
I	  72231	+	    2	TRUE
I	  72236	+	    1	TRUE
