seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  35185	  35185	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  36525	  36525	+	 1	  12	1.00	  1	  0.00	 2.00	1.00	gene:YAL059W
I	  36567	  36567	+	 1	   7	1.00	  1	  0.00	 2.00	1.00	gene:YAL059W
I	  37610	  37610	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  42161	  42161	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL055W
I	  43782	  43782	+	 1	   7	1.00	  1	  0.00	 2.00	1.00	NA
I	  48511	  48511	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL051W
I	  57497	  57510	+	 3	  11	0.36	 14	  1.50	 0.43	0.01	gene:YAL044W-A
I	  61269	  61313	+	 6	  43	0.44	 45	 -6.44	-0.20	0.15	gene:YAL042W
I	  61400	  61400	+	 1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YAL042W
I	  61685	  61685	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	  61970	  61970	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	  62188	  62188	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  62769	  62773	+	 2	  12	0.50	  5	  0.00	 1.00	0.00	gene:YAL041W
I	  62826	  62826	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL041W
I	  71753	  71782	+	 9	1573	0.55	 30	 -9.54	 0.52	0.53	gene:YAL038W
I	  71839	  71920	+	 6	  39	0.26	 82	 11.94	-0.44	0.06	gene:YAL038W
I	  71992	  72077	+	 8	  43	0.28	 86	  0.22	-0.83	0.06	NA
I	  72149	  72265	+	12	  66	0.15	117	 -3.42	-1.47	0.03	NA
I	  72313	  72413	+	12	  83	0.25	101	 -4.93	-1.35	0.07	NA
I	  72457	  72796	+	32	 302	0.17	340	-51.29	-2.47	0.11	NA
I	  76368	  76408	+	10	 171	0.27	 41	  4.56	-0.94	0.11	gene:YAL035W
I	  76464	  76469	+	 2	  13	0.54	  6	 -0.19	 1.00	0.00	gene:YAL035W
I	  76518	  76518	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAL035W
I	  76586	  76586	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  76642	  76669	+	 3	   9	0.33	 28	 -4.17	 0.42	0.00	NA
I	  76715	  76729	+	 2	   7	0.57	 15	 -1.00	 1.01	0.01	NA
I	  76793	  76801	+	 3	  12	0.42	  9	 -0.50	 0.45	0.02	NA
I	  76979	  77030	+	 3	   9	0.33	 52	  4.50	 0.42	0.00	NA
I	  77498	  77498	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  82698	  82698	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL033W
I	  92862	  92862	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL028W
I	 114809	 114832	+	 2	  12	0.67	 24	 -3.83	 1.08	0.08	gene:YAL019W
I	 114949	 114949	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL019W
I	 120237	 120237	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL017W
I	 124786	 124786	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL016W
I	 129213	 129248	+	 6	  72	0.54	 36	  1.92	-0.03	0.21	gene:YAL013W
I	 130716	 130750	+	 5	  64	0.69	 35	  3.02	 0.55	0.37	gene:YAL012W
I	 130859	 130859	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAL012W
I	 132246	 132246	+	 1	   9	1.00	  1	  0.00	 2.00	1.00	gene:YAL011W
I	 133396	 133396	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 142131	 142155	+	 8	 331	0.82	 25	  8.25	 0.90	0.63	gene:YAL003W
I	 142639	 142639	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	 152215	 152215	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR002W
I	 153114	 153114	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 154958	 154960	+	 2	   8	0.62	  3	 -0.25	 1.05	0.05	gene:YAR003W
I	 158864	 158864	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAR008W
I	 169272	 169286	+	 3	  19	0.63	 15	 -2.47	 0.69	0.17	gene:YAR015W
I	 169368	 169368	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR015W
I	 191563	 191563	+	 1	   8	1.00	  1	  0.00	 2.00	1.00	NA
I	 191926	 191926	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 192572	 192572	+	 1	   8	1.00	  1	  0.00	 2.00	1.00	gene:YAR042W
I	 192619	 192622	+	 2	   6	0.50	  4	  0.00	 1.00	0.00	gene:YAR042W
I	 193457	 193479	+	 2	   8	0.50	 23	  0.00	 1.00	0.00	NA
I	 194485	 194485	+	 1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 194926	 194926	+	 1	   3	1.00	  1	  0.00	 2.00	1.00	NA
