seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  23939	  23939	+	  1	    4	1.00	  1	   0.00	 2.00	1.00	NA
I	  23990	  24030	+	  4	   33	0.42	 41	  -3.33	 0.15	0.07	NA
I	  24838	  24838	+	  1	    5	1.00	  1	   0.00	 2.00	1.00	NA
I	  31193	  31193	+	  1	    3	1.00	  1	   0.00	 2.00	1.00	NA
I	  31242	  31242	+	  1	    5	1.00	  1	   0.00	 2.00	1.00	NA
I	  31529	  31539	+	  2	   13	0.54	 11	  -0.38	 1.00	0.00	gene:YAL062W
I	  31713	  31732	+	  3	   19	0.37	 20	   3.39	 0.43	0.01	NA
I	  31824	  31824	+	  1	    6	1.00	  1	   0.00	 2.00	1.00	NA
I	  31876	  31912	+	  5	   28	0.39	 37	   2.89	-0.14	0.08	NA
I	  31977	  31977	+	  1	    5	1.00	  1	   0.00	 2.00	1.00	NA
I	  32122	  32122	+	  1	    4	1.00	  1	   0.00	 2.00	1.00	NA
I	  33359	  33359	+	  1	   26	1.00	  1	   0.00	 2.00	1.00	gene:YAL061W
I	  33767	  33767	+	  1	    5	1.00	  1	   0.00	 2.00	1.00	NA
I	  35057	  35068	+	  2	    7	0.57	 12	   0.79	 1.01	0.01	gene:YAL060W
I	  35185	  35185	+	  1	   28	1.00	  1	   0.00	 2.00	1.00	gene:YAL060W
I	  36513	  36567	+	  5	  157	0.73	 55	  -5.33	 0.77	0.47	gene:YAL059W
I	  37378	  37422	+	  8	   66	0.21	 45	  -3.94	-0.83	0.06	gene:YAL058W
I	  39215	  39237	+	  2	   27	0.52	 23	   0.41	 1.00	0.00	gene:YAL056W
I	  42148	  42185	+	  6	   30	0.33	 38	  -4.40	-0.44	0.06	gene:YAL055W
I	  43469	  43469	+	  1	    4	1.00	  1	   0.00	 2.00	1.00	NA
I	  43539	  43539	+	  1	    4	1.00	  1	   0.00	 2.00	1.00	NA
I	  45748	  45748	+	  1	    5	1.00	  1	   0.00	 2.00	1.00	gene:YAL053W
I	  48550	  48566	+	  4	   44	0.50	 17	  -0.73	 0.21	0.10	gene:YAL051W
I	  56972	  56972	+	  1	    7	1.00	  1	   0.00	 2.00	1.00	NA
I	  57484	  57517	+	  7	  108	0.37	 34	   0.26	-0.36	0.16	gene:YAL044W-A
I	  61267	  61313	+	 15	  777	0.37	 47	  -3.24	-0.60	0.34	gene:YAL042W
I	  61660	  61660	+	  1	    4	1.00	  1	   0.00	 2.00	1.00	NA
