seq	TSS	strand	nTAGs	isreal
I	   6559	+	  2	TRUE
I	   8087	+	  2	TRUE
I	   9327	+	  1	TRUE
I	   9377	+	  1	TRUE
I	  11304	+	  1	TRUE
I	  11313	+	  1	TRUE
I	  11329	+	  2	TRUE
I	  11334	+	  1	TRUE
I	  12530	+	  1	TRUE
I	  12541	+	  1	TRUE
I	  13540	+	  1	TRUE
I	  13582	+	  1	TRUE
I	  16984	+	  1	TRUE
I	  18006	+	  1	TRUE
I	  18009	+	  1	TRUE
I	  18031	+	  2	TRUE
I	  18038	+	  3	TRUE
I	  18042	+	  1	TRUE
I	  18085	+	  1	TRUE
I	  18102	+	  1	TRUE
I	  18105	+	  1	TRUE
I	  19595	+	  1	TRUE
I	  19816	+	  1	TRUE
I	  23958	+	  1	TRUE
I	  23990	+	  1	TRUE
I	  24025	+	  1	TRUE
I	  24339	+	  1	TRUE
I	  24637	+	  1	TRUE
I	  24831	+	  1	TRUE
I	  24834	+	  2	TRUE
I	  24838	+	  9	TRUE
I	  24846	+	  2	TRUE
I	  24850	+	  1	TRUE
I	  24852	+	  1	TRUE
I	  24861	+	  1	TRUE
I	  24867	+	  1	TRUE
I	  24895	+	  1	TRUE
I	  24946	+	  1	TRUE
I	  24981	+	  1	TRUE
I	  25000	+	  1	TRUE
I	  27755	+	  1	TRUE
I	  30047	+	  1	TRUE
I	  30070	+	  1	TRUE
I	  30113	+	  2	TRUE
I	  30118	+	  1	TRUE
I	  30128	+	  1	TRUE
I	  30177	+	  1	TRUE
I	  30435	+	  1	TRUE
I	  30504	+	  1	TRUE
I	  31056	+	  1	TRUE
I	  31094	+	  1	TRUE
I	  31108	+	  7	TRUE
I	  31111	+	  2	TRUE
I	  31117	+	  9	TRUE
I	  31119	+	 11	TRUE
I	  31121	+	  1	TRUE
I	  31123	+	  3	TRUE
I	  31125	+	  1	TRUE
I	  31131	+	  1	TRUE
I	  31143	+	  1	TRUE
I	  31145	+	  2	TRUE
I	  31147	+	  2	TRUE
I	  31151	+	  2	TRUE
I	  31166	+	  4	TRUE
I	  31185	+	  1	TRUE
I	  31188	+	 27	TRUE
I	  31190	+	  2	TRUE
I	  31193	+	  3	TRUE
I	  31209	+	  1	TRUE
I	  31210	+	  1	TRUE
I	  31212	+	  2	TRUE
I	  31225	+	 11	TRUE
I	  31229	+	  9	TRUE
I	  31232	+	  1	TRUE
I	  31233	+	  1	TRUE
I	  31234	+	 36	TRUE
I	  31235	+	  3	TRUE
I	  31242	+	 40	TRUE
I	  31245	+	  4	TRUE
I	  31249	+	  1	TRUE
I	  31255	+	  1	TRUE
I	  31256	+	  1	TRUE
I	  31258	+	  2	TRUE
I	  31260	+	  7	TRUE
I	  31263	+	  1	TRUE
I	  31267	+	  1	TRUE
I	  31269	+	  1	TRUE
I	  31334	+	  1	TRUE
I	  31343	+	  1	TRUE
I	  31367	+	  1	TRUE
I	  31489	+	  1	TRUE
I	  31491	+	  1	TRUE
I	  31493	+	  1	TRUE
I	  31519	+	  1	TRUE
I	  31521	+	  1	TRUE
I	  31529	+	  1	TRUE
I	  31572	+	  1	TRUE
I	  31711	+	  1	TRUE
I	  31713	+	  1	TRUE
I	  31726	+	  1	TRUE
I	  31727	+	  1	TRUE
I	  31729	+	  2	TRUE
I	  31732	+	  2	TRUE
I	  31748	+	  1	TRUE
I	  31861	+	  1	TRUE
I	  32834	+	  1	TRUE
I	  33181	+	  1	TRUE
I	  33281	+	  1	TRUE
I	  33319	+	  1	TRUE
I	  33345	+	  4	TRUE
I	  33348	+	  1	TRUE
I	  33355	+	  1	TRUE
I	  33359	+	 42	TRUE
I	  33362	+	  5	TRUE
I	  33404	+	  1	TRUE
I	  33407	+	  1	TRUE
I	  33780	+	  1	TRUE
I	  33843	+	  1	TRUE
I	  33852	+	  1	TRUE
I	  33862	+	  1	TRUE
I	  33864	+	  1	TRUE
I	  33870	+	  1	TRUE
I	  33872	+	  1	TRUE
I	  33898	+	  1	TRUE
I	  33930	+	  1	TRUE
I	  33937	+	  1	TRUE
I	  33986	+	  1	TRUE
I	  34003	+	  1	TRUE
I	  34005	+	  1	TRUE
I	  34023	+	  1	TRUE
I	  34036	+	  1	TRUE
I	  34042	+	  1	TRUE
I	  34043	+	  1	TRUE
I	  34051	+	  1	TRUE
I	  34056	+	  2	TRUE
I	  34068	+	  1	TRUE
I	  34078	+	  1	TRUE
I	  34081	+	  1	TRUE
I	  34083	+	  1	TRUE
I	  34085	+	  2	TRUE
I	  34090	+	  1	TRUE
I	  34107	+	  1	TRUE
I	  34109	+	  1	TRUE
I	  34117	+	  1	TRUE
I	  34134	+	  1	TRUE
I	  34138	+	  2	TRUE
I	  34146	+	  2	TRUE
I	  34147	+	  1	TRUE
I	  34148	+	  1	TRUE
I	  34150	+	  1	TRUE
I	  34162	+	  1	TRUE
I	  34171	+	  1	TRUE
I	  34173	+	  1	TRUE
I	  34180	+	  1	TRUE
I	  34192	+	  1	TRUE
I	  34209	+	  1	TRUE
I	  34222	+	  1	TRUE
I	  34225	+	  1	TRUE
I	  34228	+	  1	TRUE
I	  34234	+	  1	TRUE
I	  34250	+	  1	TRUE
I	  34276	+	  1	TRUE
I	  34295	+	  1	TRUE
I	  34303	+	  1	TRUE
I	  34330	+	  1	TRUE
I	  34347	+	  1	TRUE
I	  34362	+	  1	TRUE
I	  34363	+	  1	TRUE
I	  34410	+	  1	TRUE
I	  34412	+	  1	TRUE
I	  34450	+	  1	TRUE
I	  34452	+	  1	TRUE
I	  34485	+	  2	TRUE
I	  34579	+	  1	TRUE
I	  34583	+	  1	TRUE
I	  34588	+	  1	TRUE
I	  34700	+	  1	TRUE
I	  34820	+	  1	TRUE
I	  34849	+	  1	TRUE
I	  35015	+	  1	TRUE
I	  35057	+	  8	TRUE
I	  35068	+	  1	TRUE
I	  35094	+	  1	TRUE
I	  35097	+	  1	TRUE
I	  35099	+	  1	TRUE
I	  35103	+	  8	TRUE
I	  35107	+	 10	TRUE
I	  35129	+	  1	TRUE
I	  35185	+	  1	TRUE
I	  35212	+	  1	TRUE
I	  35356	+	  1	TRUE
I	  35401	+	  1	TRUE
I	  35439	+	  1	TRUE
I	  35486	+	  1	TRUE
I	  35841	+	  1	TRUE
I	  36511	+	  2	TRUE
I	  36513	+	  6	TRUE
I	  36522	+	  2	TRUE
I	  36525	+	 18	TRUE
I	  36528	+	  1	TRUE
I	  36551	+	  1	TRUE
I	  36553	+	  1	TRUE
I	  36556	+	  4	TRUE
I	  36559	+	  2	TRUE
I	  36564	+	  2	TRUE
I	  36567	+	 11	TRUE
I	  36571	+	  6	TRUE
I	  36576	+	  1	TRUE
I	  36581	+	  1	TRUE
I	  36826	+	  1	TRUE
I	  36906	+	  1	TRUE
I	  37357	+	  1	TRUE
