seq	TSS	strand	nTAGs	isreal
I	   5698	+	  1	TRUE
I	   7096	+	  1	TRUE
I	   7100	+	  1	TRUE
I	   9327	+	  1	TRUE
I	  11313	+	  1	TRUE
I	  11318	+	  1	TRUE
I	  11329	+	  3	TRUE
I	  11406	+	  1	TRUE
I	  12360	+	  1	TRUE
I	  12675	+	  1	TRUE
I	  12709	+	  1	TRUE
I	  13199	+	  1	TRUE
I	  18009	+	  1	TRUE
I	  18012	+	  1	TRUE
I	  18018	+	  1	TRUE
I	  18031	+	  1	TRUE
I	  18072	+	  1	TRUE
I	  21246	+	  1	TRUE
I	  22035	+	  1	TRUE
I	  23923	+	  1	TRUE
I	  23966	+	  1	TRUE
I	  24637	+	  2	TRUE
I	  24831	+	  2	TRUE
I	  24834	+	  1	TRUE
I	  24838	+	  9	TRUE
I	  24840	+	  1	TRUE
I	  24850	+	  4	TRUE
I	  24949	+	  1	TRUE
I	  30113	+	  1	TRUE
I	  31087	+	  1	TRUE
I	  31090	+	  1	TRUE
I	  31108	+	  7	TRUE
I	  31111	+	  1	TRUE
I	  31117	+	  8	TRUE
I	  31119	+	 13	TRUE
I	  31121	+	  1	TRUE
I	  31123	+	  1	TRUE
I	  31129	+	  1	TRUE
I	  31151	+	  1	TRUE
I	  31185	+	  1	TRUE
I	  31188	+	 12	TRUE
I	  31193	+	  1	TRUE
I	  31212	+	  1	TRUE
I	  31221	+	  2	TRUE
I	  31225	+	  5	TRUE
I	  31229	+	 13	TRUE
I	  31232	+	  1	TRUE
I	  31234	+	 18	TRUE
I	  31235	+	  1	TRUE
I	  31242	+	 20	TRUE
I	  31245	+	  1	TRUE
I	  31247	+	  1	TRUE
I	  31258	+	  3	TRUE
I	  31260	+	  1	TRUE
I	  31307	+	  1	TRUE
I	  31334	+	  2	TRUE
I	  31364	+	  1	TRUE
I	  31367	+	  1	TRUE
I	  31527	+	  1	TRUE
I	  31529	+	  1	TRUE
I	  31572	+	  1	TRUE
I	  31729	+	  1	TRUE
I	  32694	+	  1	TRUE
I	  33345	+	  3	TRUE
I	  33348	+	  1	TRUE
I	  33359	+	 24	TRUE
I	  33362	+	  2	TRUE
I	  33693	+	  1	TRUE
I	  33758	+	  1	TRUE
I	  33764	+	  1	TRUE
I	  33795	+	  1	TRUE
I	  33822	+	  1	TRUE
I	  33849	+	  2	TRUE
I	  33850	+	  1	TRUE
I	  33864	+	  1	TRUE
I	  33865	+	  1	TRUE
I	  33880	+	  1	TRUE
I	  33895	+	  1	TRUE
I	  33917	+	  1	TRUE
I	  33960	+	  1	TRUE
I	  33972	+	  1	TRUE
I	  33986	+	  1	TRUE
I	  34003	+	  1	TRUE
I	  34021	+	  1	TRUE
I	  34042	+	  1	TRUE
I	  34054	+	  1	TRUE
I	  34056	+	  2	TRUE
I	  34068	+	  1	TRUE
I	  34074	+	  1	TRUE
I	  34081	+	  1	TRUE
I	  34090	+	  1	TRUE
I	  34134	+	  1	TRUE
I	  34146	+	  2	TRUE
I	  34154	+	  3	TRUE
I	  34160	+	  1	TRUE
I	  34161	+	  1	TRUE
I	  34171	+	  1	TRUE
I	  34173	+	  1	TRUE
I	  34180	+	  1	TRUE
I	  34255	+	  2	TRUE
I	  34331	+	  1	TRUE
I	  34389	+	  1	TRUE
I	  34390	+	  1	TRUE
I	  34400	+	  1	TRUE
I	  34420	+	  1	TRUE
I	  34450	+	  1	TRUE
I	  34451	+	  1	TRUE
I	  34485	+	  1	TRUE
I	  34516	+	  1	TRUE
I	  34583	+	  1	TRUE
I	  34597	+	  2	TRUE
I	  34678	+	  1	TRUE
I	  34820	+	  1	TRUE
I	  34821	+	  1	TRUE
I	  34849	+	  1	TRUE
I	  34892	+	  1	TRUE
I	  35002	+	  1	TRUE
I	  35057	+	  5	TRUE
I	  35068	+	  3	TRUE
I	  35070	+	  1	TRUE
I	  35097	+	  2	TRUE
I	  35099	+	  1	TRUE
I	  35103	+	  7	TRUE
I	  35107	+	  7	TRUE
I	  35130	+	  1	TRUE
I	  35178	+	  1	TRUE
I	  35185	+	  2	TRUE
I	  35790	+	  1	TRUE
I	  36507	+	  1	TRUE
I	  36511	+	  5	TRUE
I	  36513	+	  7	TRUE
I	  36522	+	  1	TRUE
I	  36525	+	 25	TRUE
I	  36528	+	  1	TRUE
I	  36531	+	  1	TRUE
I	  36535	+	  2	TRUE
I	  36544	+	  1	TRUE
I	  36547	+	  2	TRUE
I	  36556	+	  3	TRUE
I	  36559	+	  2	TRUE
I	  36564	+	  3	TRUE
I	  36567	+	  6	TRUE
I	  36571	+	  2	TRUE
I	  36581	+	  2	TRUE
I	  37380	+	  1	TRUE
I	  37387	+	  2	TRUE
I	  37389	+	  2	TRUE
I	  37392	+	  2	TRUE
I	  37403	+	  1	TRUE
I	  37415	+	  4	TRUE
I	  38136	+	  1	TRUE
I	  39190	+	  1	TRUE
I	  39195	+	  2	TRUE
I	  39200	+	  1	TRUE
I	  39201	+	  2	TRUE
I	  39203	+	  2	TRUE
I	  39205	+	  2	TRUE
I	  39208	+	  1	TRUE
I	  39215	+	  5	TRUE
I	  39217	+	  3	TRUE
I	  39230	+	  1	TRUE
I	  39234	+	  2	TRUE
I	  39237	+	  2	TRUE
I	  39253	+	  1	TRUE
I	  39256	+	  1	TRUE
I	  39771	+	  1	TRUE
I	  41103	+	  1	TRUE
I	  41138	+	  1	TRUE
I	  41143	+	  1	TRUE
I	  41285	+	  1	TRUE
I	  41288	+	  1	TRUE
I	  41993	+	  1	TRUE
I	  42117	+	  1	TRUE
I	  42122	+	  1	TRUE
I	  42134	+	  2	TRUE
I	  42137	+	  3	TRUE
I	  42148	+	  8	TRUE
I	  42155	+	 25	TRUE
I	  42157	+	  4	TRUE
I	  42158	+	 11	TRUE
I	  42159	+	  1	TRUE
I	  42161	+	  4	TRUE
I	  42164	+	  8	TRUE
I	  42166	+	  1	TRUE
I	  42167	+	 13	TRUE
I	  42168	+	  1	TRUE
I	  42170	+	  3	TRUE
I	  42172	+	  1	TRUE
I	  42177	+	  4	TRUE
I	  42179	+	  1	TRUE
I	  42182	+	  8	TRUE
I	  42185	+	 17	TRUE
I	  42191	+	  3	TRUE
I	  42203	+	  5	TRUE
I	  42212	+	  2	TRUE
I	  42221	+	  2	TRUE
I	  42269	+	  1	TRUE
I	  42395	+	  1	TRUE
I	  42856	+	  1	TRUE
I	  43303	+	  1	TRUE
I	  43707	+	  1	TRUE
I	  43787	+	  1	TRUE
I	  45703	+	  1	TRUE
I	  45709	+	  1	TRUE
I	  45728	+	  1	TRUE
I	  45742	+	  2	TRUE
I	  45744	+	  3	TRUE
I	  45751	+	  1	TRUE
I	  45759	+	  1	TRUE
I	  45761	+	  1	TRUE
I	  45762	+	  1	TRUE
I	  45766	+	  2	TRUE
I	  45769	+	  4	TRUE
I	  45810	+	  2	TRUE
I	  45813	+	  3	TRUE
I	  45815	+	  1	TRUE
I	  45823	+	  3	TRUE
I	  45874	+	  1	TRUE
I	  45877	+	  4	TRUE
I	  45879	+	  2	TRUE
I	  45927	+	  1	TRUE
I	  45964	+	  1	TRUE
I	  46552	+	  1	TRUE
I	  46580	+	  1	TRUE
I	  47403	+	  1	TRUE
I	  47457	+	  1	TRUE
I	  48474	+	  1	TRUE
I	  48489	+	  1	TRUE
I	  48508	+	  1	TRUE
I	  48511	+	  1	TRUE
I	  48523	+	  1	TRUE
I	  48525	+	  1	TRUE
I	  48532	+	  1	TRUE
I	  48534	+	  1	TRUE
I	  48535	+	  1	TRUE
I	  48539	+	  1	TRUE
I	  48550	+	  8	TRUE
I	  48551	+	  1	TRUE
I	  48555	+	  5	TRUE
I	  48559	+	  1	TRUE
I	  48564	+	  3	TRUE
I	  48566	+	  2	TRUE
I	  48807	+	  1	TRUE
I	  48888	+	  1	TRUE
I	  48968	+	  1	TRUE
I	  49796	+	  1	TRUE
I	  49998	+	  1	TRUE
I	  50713	+	  1	TRUE
I	  51494	+	  1	TRUE
I	  51573	+	  1	TRUE
I	  54209	+	  1	TRUE
I	  54214	+	  1	TRUE
I	  54285	+	  1	TRUE
I	  54892	+	  1	TRUE
I	  56561	+	  1	TRUE
I	  56962	+	  1	TRUE
I	  56972	+	  1	TRUE
I	  56984	+	  1	TRUE
I	  57361	+	  1	TRUE
I	  57465	+	  1	TRUE
I	  57477	+	  1	TRUE
I	  57479	+	  1	TRUE
I	  57481	+	  2	TRUE
I	  57484	+	  1	TRUE
I	  57490	+	  1	TRUE
I	  57493	+	  2	TRUE
I	  57496	+	  1	TRUE
I	  57500	+	  1	TRUE
I	  57504	+	  1	TRUE
I	  57506	+	  4	TRUE
I	  57507	+	  2	TRUE
