seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	   9327	   9327	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  11329	  11329	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	  18031	  18031	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  19866	  19866	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  24828	  25000	+	 16	 165	0.34	173	 -43.60	-1.29	0.18	NA
I	  31102	  31145	+	  5	  35	0.31	 44	  -6.79	-0.15	0.08	NA
I	  31188	  31242	+	  5	 110	0.27	 55	   6.55	-0.26	0.03	NA
I	  31519	  31539	+	  5	  33	0.30	 21	  -0.42	-0.25	0.03	gene:YAL062W
I	  31713	  31729	+	  2	   6	0.50	 17	   0.00	 1.00	0.00	NA
I	  31977	  31981	+	  2	   9	0.67	  5	   0.67	 1.08	0.08	NA
I	  33345	  33359	+	  2	  38	0.84	 15	   4.79	 1.37	0.37	gene:YAL061W
I	  33753	  33753	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  33917	  33917	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	  33978	  34005	+	  4	  15	0.33	 28	   0.63	 0.03	0.02	NA
I	  34056	  34056	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	  34099	  34099	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  34146	  34161	+	  2	   6	0.50	 16	   0.00	 1.00	0.00	NA
I	  34347	  34347	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  35057	  35107	+	  6	  54	0.35	 51	  11.46	-0.40	0.07	gene:YAL060W
I	  36525	  36525	+	  1	   8	1.00	  1	   0.00	 2.00	1.00	gene:YAL059W
I	  37380	  37415	+	  3	  15	0.47	 36	   0.23	 0.49	0.05	gene:YAL058W
I	  39205	  39237	+	  6	  41	0.22	 33	  -1.63	-0.51	0.03	gene:YAL056W
I	  42134	  42230	+	 21	 192	0.15	 97	  -9.91	-2.06	0.08	gene:YAL055W
I	  45748	  45922	+	 22	 135	0.13	175	 -14.50	-2.20	0.06	gene:YAL053W
I	  47668	  47668	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  48508	  48566	+	 10	  61	0.18	 59	   7.90	-1.17	0.04	gene:YAL051W
