seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  24838	  24850	+	  2	  14	0.79	 13	  -3.43	 1.25	0.25	NA
I	  31117	  31119	+	  2	  11	0.64	  3	   0.27	 1.05	0.05	NA
I	  31188	  31260	+	  7	 107	0.35	 73	   1.61	-0.32	0.17	NA
I	  33345	  33362	+	  3	  35	0.80	 18	   4.16	 1.08	0.42	gene:YAL061W
I	  35057	  35107	+	  4	  33	0.39	 51	  -0.52	 0.12	0.06	gene:YAL060W
I	  36513	  36571	+	  6	  41	0.41	 59	   0.00	-0.26	0.13	gene:YAL059W
I	  37415	  37415	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAL058W
I	  39237	  39237	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL056W
I	  42134	  42212	+	 15	 120	0.21	 79	  -4.53	-1.62	0.07	gene:YAL055W
I	  45748	  45769	+	  3	  13	0.54	 22	   3.81	 0.54	0.08	gene:YAL053W
I	  45813	  45813	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL053W
I	  45877	  45877	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL053W
I	  48550	  48564	+	  3	  20	0.45	 15	   0.15	 0.49	0.05	gene:YAL051W
I	  57493	  57520	+	  6	  26	0.27	 28	   3.31	-0.52	0.03	gene:YAL044W-A
I	  61269	  61304	+	 10	  91	0.34	 36	   4.50	-0.96	0.11	gene:YAL042W
I	  62144	  62185	+	  4	  14	0.29	 42	   0.14	 0.01	0.01	NA
I	  62240	  62241	+	  2	   6	0.50	  2	   0.00	 1.00	0.00	NA
I	  62334	  62334	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  62773	  62808	+	  3	  10	0.40	 36	  -5.80	 0.43	0.01	gene:YAL041W
I	  71649	  71783	+	 18	 474	0.45	135	  37.29	-0.84	0.32	gene:YAL038W
I	  71896	  71896	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  72043	  72043	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  72455	  72601	+	 15	  67	0.09	147	  -4.63	-1.86	0.01	NA
I	  72685	  72796	+	  6	  22	0.18	112	  -8.86	-0.57	0.00	NA
I	  72916	  72916	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  76368	  76429	+	 18	 561	0.40	 62	  -1.77	-0.92	0.30	gene:YAL035W
I	  77092	  77092	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  77134	  77134	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  79674	  79700	+	  4	  23	0.43	 27	   2.13	 0.15	0.07	gene:YAL034W-A
I	  82688	  82701	+	  3	  28	0.39	 14	  -0.04	 0.43	0.01	gene:YAL033W
I	  87250	  87264	+	  3	  25	0.52	 15	   2.04	 0.56	0.09	gene:YAL030W
I	  92849	  92859	+	  3	  23	0.48	 11	  -1.00	 0.52	0.07	gene:YAL028W
I	  94595	  94646	+	  7	  28	0.18	 52	   1.07	-0.77	0.01	gene:YAL027W
I	 114803	 114818	+	  4	  15	0.33	 16	  -0.23	 0.03	0.02	gene:YAL019W
I	 119850	 119891	+	  9	  58	0.24	 42	  -5.29	-0.97	0.06	NA
I	 119953	 119960	+	  2	  11	0.64	  8	  -0.95	 1.05	0.05	NA
I	 124786	 124818	+	  6	  38	0.34	 33	  -4.16	-0.37	0.08	gene:YAL016W
I	 129208	 129263	+	 26	 603	0.19	 56	  -0.17	-2.09	0.13	gene:YAL013W
I	 130686	 130779	+	 13	 178	0.34	 94	  -0.71	-0.92	0.21	gene:YAL012W
I	 132185	 132185	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	gene:YAL011W
I	 135829	 135829	+	  1	  14	1.00	  1	   0.00	 2.00	1.00	gene:YAL009W
