seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
1	   137524	   137524	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	   207049	   207049	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	   629122	   629128	+	  3	  15	0.53	  7	   1.20	 0.54	0.08	NA
1	   629647	   629684	+	  3	  20	0.40	 38	  -2.30	 0.44	0.02	NA
1	   629747	   629747	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	   629939	   629939	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	   631071	   631071	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
1	   632518	   632518	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
1	   634001	   634026	+	  6	  88	0.42	 26	   8.16	 0.02	0.23	NA
1	  1059711	  1059711	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	  1399541	  1399573	+	  2	   7	0.57	 33	  -2.29	 1.01	0.01	NA
1	  2391804	  2391862	+	  8	  32	0.25	 59	  -1.44	-0.91	0.03	transcript:ENST00000378512
1	  3652546	  3652546	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	transcript:ENST00000346387
1	  3772745	  3772777	+	  6	  44	0.61	 33	   6.41	 0.15	0.29	transcript:ENST00000452264
1	  3976140	  3976140	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	  6760928	  6760928	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
1	  6785454	  6785506	+	  6	  40	0.30	 53	 -10.83	-0.37	0.08	transcript:ENST00000461311
1	  7827440	  7827440	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
1	  7961655	  7961723	+	 19	 152	0.13	 69	  -5.16	-2.04	0.05	transcript:ENST00000377488
1	  9651731	  9651731	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	transcript:ENST00000628140
1	  9943430	  9943488	+	  8	  54	0.39	 59	  18.65	-0.65	0.12	transcript:ENST00000377205
1	 10032944	 10032965	+	  5	  29	0.34	 22	   3.33	-0.08	0.11	transcript:ENST00000377153
1	 10033012	 10033012	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	transcript:ENST00000377153
1	 10033099	 10033099	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	transcript:ENST00000377153
1	 10210533	 10210573	+	  4	  13	0.31	 41	   2.00	 0.01	0.01	transcript:ENST00000263934
1	 10298966	 10298966	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
