seq	TSS	strand	nTAGs	isreal
I	   9745	+	  1	TRUE
I	  11329	+	  1	TRUE
I	  11911	+	  1	TRUE
I	  18006	+	  1	TRUE
I	  18020	+	  1	TRUE
I	  18031	+	  1	TRUE
I	  18038	+	  1	TRUE
I	  23986	+	  1	TRUE
I	  24633	+	  1	TRUE
I	  24637	+	  1	TRUE
I	  24663	+	  1	TRUE
I	  24831	+	  1	TRUE
I	  24838	+	  9	TRUE
I	  24846	+	  3	TRUE
I	  24867	+	  1	TRUE
I	  24873	+	  1	TRUE
I	  24949	+	  3	TRUE
I	  25006	+	  1	TRUE
I	  30074	+	  1	TRUE
I	  31087	+	  1	TRUE
I	  31108	+	  5	TRUE
I	  31117	+	  5	TRUE
I	  31119	+	  8	TRUE
I	  31151	+	  3	TRUE
I	  31188	+	 17	TRUE
I	  31193	+	  1	TRUE
I	  31209	+	  1	TRUE
I	  31212	+	  1	TRUE
I	  31225	+	  8	TRUE
I	  31229	+	  5	TRUE
I	  31234	+	 23	TRUE
I	  31242	+	 21	TRUE
I	  31260	+	  2	TRUE
I	  31307	+	  1	TRUE
I	  31353	+	  2	TRUE
I	  31529	+	  1	TRUE
I	  31539	+	  1	TRUE
I	  31713	+	  2	TRUE
I	  31726	+	  1	TRUE
I	  31732	+	  3	TRUE
I	  32299	+	  1	TRUE
I	  33307	+	  3	TRUE
I	  33345	+	  3	TRUE
I	  33348	+	  1	TRUE
I	  33350	+	  1	TRUE
I	  33359	+	 21	TRUE
I	  33362	+	  1	TRUE
I	  33374	+	  1	TRUE
I	  33748	+	  1	TRUE
I	  33765	+	  1	TRUE
I	  33835	+	  2	TRUE
I	  33930	+	  1	TRUE
I	  33978	+	  1	TRUE
I	  33981	+	  1	TRUE
I	  33994	+	  1	TRUE
I	  34003	+	  1	TRUE
I	  34050	+	  1	TRUE
I	  34146	+	  1	TRUE
I	  34222	+	  1	TRUE
I	  34276	+	  1	TRUE
I	  34300	+	  1	TRUE
I	  34346	+	  1	TRUE
I	  34419	+	  1	TRUE
I	  34664	+	  1	TRUE
I	  34805	+	  1	TRUE
I	  34825	+	  1	TRUE
I	  35057	+	  5	TRUE
I	  35068	+	  3	TRUE
I	  35097	+	  2	TRUE
I	  35103	+	  4	TRUE
I	  35107	+	  5	TRUE
I	  35185	+	  1	TRUE
I	  35225	+	  1	TRUE
I	  35479	+	  1	TRUE
I	  36463	+	  1	TRUE
I	  36504	+	  1	TRUE
I	  36507	+	  2	TRUE
I	  36513	+	  3	TRUE
I	  36522	+	  1	TRUE
I	  36525	+	 17	TRUE
I	  36535	+	  1	TRUE
I	  36556	+	  2	TRUE
I	  36559	+	  1	TRUE
I	  36567	+	  9	TRUE
I	  36571	+	  2	TRUE
I	  36581	+	  1	TRUE
I	  36712	+	  1	TRUE
I	  37293	+	  1	TRUE
I	  37380	+	  1	TRUE
I	  37382	+	  1	TRUE
I	  37389	+	  1	TRUE
I	  37415	+	  3	TRUE
I	  37445	+	  1	TRUE
I	  39153	+	  1	TRUE
I	  39201	+	  1	TRUE
I	  39203	+	  1	TRUE
I	  39205	+	  2	TRUE
I	  39208	+	  1	TRUE
I	  39215	+	  5	TRUE
I	  39217	+	  1	TRUE
I	  39222	+	  1	TRUE
I	  39225	+	  1	TRUE
I	  39234	+	  2	TRUE
I	  39237	+	  1	TRUE
I	  39259	+	  1	TRUE
I	  39362	+	  1	TRUE
I	  39935	+	  1	TRUE
I	  40444	+	  1	TRUE
I	  41212	+	  1	TRUE
I	  41347	+	  2	TRUE
I	  41356	+	  1	TRUE
I	  42131	+	  1	TRUE
I	  42134	+	  2	TRUE
I	  42137	+	  5	TRUE
I	  42142	+	  2	TRUE
I	  42145	+	  3	TRUE
I	  42148	+	  7	TRUE
I	  42151	+	  2	TRUE
I	  42153	+	  1	TRUE
I	  42155	+	 20	TRUE
I	  42158	+	  6	TRUE
I	  42159	+	  1	TRUE
I	  42161	+	  9	TRUE
I	  42164	+	  8	TRUE
I	  42165	+	  1	TRUE
I	  42166	+	  1	TRUE
I	  42167	+	 13	TRUE
I	  42168	+	  1	TRUE
I	  42170	+	  3	TRUE
I	  42172	+	  1	TRUE
I	  42177	+	 10	TRUE
I	  42179	+	  1	TRUE
I	  42182	+	  9	TRUE
I	  42185	+	 16	TRUE
I	  42191	+	  3	TRUE
I	  42199	+	  1	TRUE
I	  42203	+	  7	TRUE
I	  42207	+	  1	TRUE
I	  42212	+	  1	TRUE
I	  42230	+	  2	TRUE
I	  42236	+	  1	TRUE
I	  42257	+	  1	TRUE
I	  42395	+	  1	TRUE
I	  43259	+	  1	TRUE
I	  43539	+	  1	TRUE
I	  43782	+	  1	TRUE
I	  45744	+	  1	TRUE
I	  45748	+	  1	TRUE
I	  45766	+	  3	TRUE
I	  45769	+	  2	TRUE
I	  45771	+	  1	TRUE
I	  45795	+	  1	TRUE
I	  45805	+	  1	TRUE
I	  45810	+	  3	TRUE
I	  45813	+	  1	TRUE
I	  45823	+	  1	TRUE
I	  45825	+	  1	TRUE
I	  45877	+	  2	TRUE
I	  45973	+	  1	TRUE
I	  46676	+	  1	TRUE
I	  46841	+	  1	TRUE
I	  48013	+	  1	TRUE
I	  48479	+	  1	TRUE
I	  48534	+	  1	TRUE
I	  48542	+	  2	TRUE
I	  48543	+	  1	TRUE
I	  48550	+	  8	TRUE
I	  48555	+	  6	TRUE
I	  48564	+	  6	TRUE
I	  48566	+	  5	TRUE
I	  48579	+	  3	TRUE
I	  48581	+	  1	TRUE
I	  48584	+	  1	TRUE
I	  48595	+	  1	TRUE
I	  48651	+	  1	TRUE
I	  48698	+	  1	TRUE
I	  48795	+	  1	TRUE
I	  49763	+	  1	TRUE
I	  52838	+	  1	TRUE
I	  54181	+	  1	TRUE
I	  54209	+	  1	TRUE
I	  54214	+	  1	TRUE
I	  54227	+	  1	TRUE
I	  56571	+	  1	TRUE
I	  56591	+	  1	TRUE
I	  56968	+	  1	TRUE
I	  56973	+	  1	TRUE
I	  57457	+	  1	TRUE
I	  57465	+	  1	TRUE
I	  57484	+	  1	TRUE
I	  57493	+	  2	TRUE
I	  57494	+	  1	TRUE
I	  57496	+	  3	TRUE
I	  57500	+	  1	TRUE
I	  57506	+	  1	TRUE
I	  57510	+	  2	TRUE
I	  57511	+	  2	TRUE
I	  57517	+	  7	TRUE
I	  57520	+	  2	TRUE
I	  57524	+	  4	TRUE
I	  57526	+	  1	TRUE
I	  57568	+	  1	TRUE
I	  61267	+	  1	TRUE
I	  61269	+	  2	TRUE
I	  61274	+	  6	TRUE
I	  61282	+	  3	TRUE
I	  61285	+	  1	TRUE
I	  61287	+	  4	TRUE
I	  61290	+	  3	TRUE
I	  61294	+	  4	TRUE
I	  61300	+	 23	TRUE
I	  61304	+	  6	TRUE
I	  61313	+	  2	TRUE
I	  61334	+	  1	TRUE
I	  61450	+	  2	TRUE
I	  61455	+	  1	TRUE
I	  61468	+	  1	TRUE
I	  61476	+	  2	TRUE
I	  61492	+	  1	TRUE
I	  61497	+	  1	TRUE
I	  61499	+	  1	TRUE
I	  61506	+	  1	TRUE
I	  61548	+	  1	TRUE
I	  61579	+	  2	TRUE
I	  61765	+	  1	TRUE
I	  61862	+	  1	TRUE
I	  61958	+	  2	TRUE
I	  62001	+	  1	TRUE
I	  62024	+	  1	TRUE
I	  62025	+	  1	TRUE
I	  62066	+	  2	TRUE
I	  62071	+	  1	TRUE
I	  62072	+	  1	TRUE
I	  62075	+	  1	TRUE
I	  62082	+	  2	TRUE
I	  62086	+	  2	TRUE
I	  62101	+	  1	TRUE
I	  62106	+	  2	TRUE
I	  62139	+	  1	TRUE
I	  62144	+	  2	TRUE
I	  62145	+	  1	TRUE
I	  62147	+	  2	TRUE
I	  62166	+	  1	TRUE
I	  62173	+	  2	TRUE
I	  62177	+	  1	TRUE
I	  62185	+	  1	TRUE
I	  62188	+	  1	TRUE
I	  62199	+	  1	TRUE
I	  62213	+	  1	TRUE
I	  62214	+	  1	TRUE
I	  62240	+	  1	TRUE
I	  62263	+	  1	TRUE
I	  62285	+	  2	TRUE
I	  62287	+	  1	TRUE
I	  62294	+	  1	TRUE
I	  62310	+	  1	TRUE
I	  62321	+	  1	TRUE
I	  62334	+	  1	TRUE
I	  62372	+	  1	TRUE
I	  62430	+	  1	TRUE
I	  62758	+	  1	TRUE
I	  62771	+	  1	TRUE
I	  62773	+	  3	TRUE
I	  62776	+	  6	TRUE
I	  62779	+	  1	TRUE
I	  62792	+	  1	TRUE
I	  62799	+	  1	TRUE
I	  62808	+	  4	TRUE
I	  62832	+	  2	TRUE
I	  62936	+	  1	TRUE
I	  62938	+	  1	TRUE
I	  62951	+	  1	TRUE
I	  62991	+	  2	TRUE
I	  63171	+	  1	TRUE
I	  64914	+	  1	TRUE
I	  64967	+	  1	TRUE
I	  68735	+	  1	TRUE
I	  70507	+	  1	TRUE
I	  71646	+	  1	TRUE
I	  71649	+	  2	TRUE
I	  71657	+	  1	TRUE
I	  71670	+	  8	TRUE
I	  71696	+	  2	TRUE
I	  71703	+	  2	TRUE
I	  71711	+	  9	TRUE
I	  71726	+	  1	TRUE
I	  71729	+	 15	TRUE
I	  71734	+	  2	TRUE
I	  71737	+	  1	TRUE
I	  71739	+	  3	TRUE
I	  71745	+	  1	TRUE
I	  71749	+	  3	TRUE
I	  71751	+	 31	TRUE
I	  71752	+	  1	TRUE
I	  71753	+	 28	TRUE
I	  71755	+	  1	TRUE
I	  71756	+	 68	TRUE
I	  71758	+	  3	TRUE
I	  71759	+	158	TRUE
I	  71763	+	 15	TRUE
I	  71764	+	  1	TRUE
I	  71768	+	 13	TRUE
I	  71777	+	 12	TRUE
I	  71780	+	  2	TRUE
I	  71783	+	  1	TRUE
I	  71785	+	  2	TRUE
I	  71788	+	  2	TRUE
I	  71792	+	  1	TRUE
I	  71797	+	  1	TRUE
I	  71798	+	  1	TRUE
I	  71828	+	  1	TRUE
I	  71829	+	  1	TRUE
I	  71884	+	  1	TRUE
I	  71900	+	  2	TRUE
I	  71905	+	  1	TRUE
I	  71920	+	  1	TRUE
I	  71948	+	  2	TRUE
I	  71961	+	  1	TRUE
I	  71981	+	  1	TRUE
I	  72015	+	  1	TRUE
I	  72043	+	  2	TRUE
I	  72056	+	  1	TRUE
I	  72058	+	  1	TRUE
I	  72067	+	  1	TRUE
I	  72068	+	  1	TRUE
I	  72074	+	  2	TRUE
I	  72140	+	  1	TRUE
I	  72200	+	  1	TRUE
I	  72203	+	  1	TRUE
I	  72254	+	  2	TRUE
I	  72266	+	  1	TRUE
I	  72276	+	  1	TRUE
I	  72283	+	  1	TRUE
I	  72316	+	  1	TRUE
I	  72401	+	  1	TRUE
I	  72410	+	  2	TRUE
I	  72428	+	  1	TRUE
I	  72440	+	  1	TRUE
I	  72455	+	  1	TRUE
I	  72464	+	  2	TRUE
I	  72469	+	  3	TRUE
I	  72470	+	  2	TRUE
