seq	TSS	strand	nTAGs	isreal
I	  11297	+	    1	TRUE
I	  11511	+	    1	TRUE
I	  12007	+	    1	TRUE
I	  12538	+	    2	TRUE
I	  12634	+	    1	TRUE
I	  12829	+	    2	TRUE
I	  16988	+	    1	TRUE
I	  18031	+	    2	TRUE
I	  23403	+	    1	TRUE
I	  23979	+	    1	TRUE
I	  23986	+	    1	TRUE
I	  24025	+	    1	TRUE
I	  24834	+	    3	TRUE
I	  24838	+	    1	TRUE
I	  24850	+	    1	TRUE
I	  24914	+	    1	TRUE
I	  24939	+	    1	TRUE
I	  24957	+	    1	TRUE
I	  30118	+	    1	TRUE
I	  31108	+	    7	TRUE
I	  31111	+	    1	TRUE
I	  31117	+	    2	TRUE
I	  31119	+	    4	TRUE
I	  31125	+	    2	TRUE
I	  31145	+	    3	TRUE
I	  31147	+	    2	TRUE
I	  31185	+	    5	TRUE
I	  31188	+	    4	TRUE
I	  31193	+	   11	TRUE
I	  31221	+	    1	TRUE
I	  31229	+	    1	TRUE
I	  31234	+	    1	TRUE
I	  31242	+	    5	TRUE
I	  31262	+	    1	TRUE
I	  31527	+	    2	TRUE
I	  31529	+	    1	TRUE
I	  31569	+	    1	TRUE
I	  31572	+	    1	TRUE
I	  31581	+	    1	TRUE
I	  31713	+	    2	TRUE
I	  31729	+	    5	TRUE
I	  31777	+	    1	TRUE
I	  31842	+	    2	TRUE
I	  31861	+	    1	TRUE
I	  31869	+	    1	TRUE
I	  31873	+	    2	TRUE
I	  31876	+	    1	TRUE
I	  31891	+	    2	TRUE
I	  31920	+	    1	TRUE
I	  31955	+	    1	TRUE
I	  32440	+	    1	TRUE
I	  33359	+	    9	TRUE
I	  33736	+	    1	TRUE
I	  33767	+	    1	TRUE
I	  33864	+	    2	TRUE
I	  33976	+	    2	TRUE
I	  33980	+	    1	TRUE
I	  33986	+	    1	TRUE
I	  34023	+	    1	TRUE
I	  34171	+	    1	TRUE
I	  34255	+	    1	TRUE
I	  34258	+	    1	TRUE
I	  34854	+	    1	TRUE
I	  35020	+	    1	TRUE
I	  35043	+	    1	TRUE
I	  35057	+	    2	TRUE
I	  35061	+	    1	TRUE
I	  35065	+	    3	TRUE
I	  35068	+	    4	TRUE
I	  35097	+	    3	TRUE
I	  35103	+	    1	TRUE
I	  35107	+	    7	TRUE
I	  35115	+	    2	TRUE
I	  35151	+	    1	TRUE
I	  35155	+	    1	TRUE
I	  35185	+	   13	TRUE
I	  35200	+	    1	TRUE
I	  35793	+	    1	TRUE
I	  36513	+	    3	TRUE
I	  36525	+	   34	TRUE
I	  36528	+	    1	TRUE
I	  36535	+	    1	TRUE
I	  36556	+	    3	TRUE
I	  36559	+	    8	TRUE
I	  36564	+	    1	TRUE
I	  36567	+	   14	TRUE
I	  36573	+	    1	TRUE
I	  36576	+	    2	TRUE
I	  36581	+	    2	TRUE
I	  36587	+	    1	TRUE
I	  36625	+	    1	TRUE
