seq	TSS	strand	nTAGs	isreal
I	  11329	+	    4	TRUE
I	  12408	+	    1	TRUE
I	  12528	+	    1	TRUE
I	  12826	+	    1	TRUE
I	  12829	+	    1	TRUE
I	  12835	+	    2	TRUE
I	  12838	+	    1	TRUE
I	  14275	+	    1	TRUE
I	  16988	+	    1	TRUE
I	  21096	+	    1	TRUE
I	  21121	+	    1	TRUE
I	  23198	+	    1	TRUE
I	  23774	+	    1	TRUE
I	  23817	+	    1	TRUE
I	  23947	+	    1	TRUE
I	  23955	+	    1	TRUE
I	  23969	+	    1	TRUE
I	  23971	+	    3	TRUE
I	  23977	+	    2	TRUE
I	  23986	+	    1	TRUE
I	  23990	+	   32	TRUE
I	  23992	+	    1	TRUE
I	  24010	+	    7	TRUE
I	  24025	+	    3	TRUE
I	  24030	+	    5	TRUE
I	  24828	+	    2	TRUE
I	  24831	+	    2	TRUE
I	  24834	+	    2	TRUE
I	  24838	+	   11	TRUE
I	  24850	+	    1	TRUE
I	  24855	+	    1	TRUE
I	  24943	+	    1	TRUE
I	  24949	+	    2	TRUE
I	  24965	+	    1	TRUE
I	  30057	+	    1	TRUE
I	  30070	+	    1	TRUE
I	  30122	+	    1	TRUE
I	  30142	+	    1	TRUE
I	  31193	+	    1	TRUE
I	  31225	+	    1	TRUE
I	  31234	+	    3	TRUE
I	  31235	+	    1	TRUE
I	  31242	+	    9	TRUE
I	  31263	+	    1	TRUE
I	  31525	+	    5	TRUE
I	  31529	+	    5	TRUE
I	  31532	+	    1	TRUE
I	  31539	+	    7	TRUE
I	  31572	+	    1	TRUE
I	  31705	+	    2	TRUE
I	  31713	+	   12	TRUE
I	  31715	+	    2	TRUE
I	  31723	+	    1	TRUE
I	  31726	+	    1	TRUE
I	  31729	+	    6	TRUE
I	  31731	+	    1	TRUE
I	  31732	+	    6	TRUE
I	  31748	+	    3	TRUE
I	  31756	+	    4	TRUE
I	  31757	+	    1	TRUE
I	  31760	+	    3	TRUE
I	  31795	+	    4	TRUE
I	  31818	+	    3	TRUE
I	  31824	+	    2	TRUE
I	  31828	+	    4	TRUE
I	  31842	+	    5	TRUE
I	  31861	+	    1	TRUE
I	  31867	+	    7	TRUE
I	  31869	+	    3	TRUE
I	  31876	+	    5	TRUE
I	  31881	+	    1	TRUE
I	  31891	+	    6	TRUE
I	  31896	+	    1	TRUE
I	  31903	+	   11	TRUE
I	  31906	+	    1	TRUE
I	  31910	+	    2	TRUE
I	  31912	+	    1	TRUE
I	  31948	+	    1	TRUE
I	  31949	+	    1	TRUE
I	  31977	+	    9	TRUE
I	  32007	+	    1	TRUE
I	  32109	+	    1	TRUE
I	  32139	+	    3	TRUE
I	  32142	+	    2	TRUE
I	  32146	+	    1	TRUE
I	  32149	+	    2	TRUE
I	  32371	+	    1	TRUE
I	  32410	+	    1	TRUE
I	  32445	+	    1	TRUE
I	  32481	+	    2	TRUE
I	  33024	+	    2	TRUE
I	  33359	+	   30	TRUE
I	  33360	+	    1	TRUE
I	  33517	+	    1	TRUE
I	  33551	+	    1	TRUE
