seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  24838	  24838	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  31108	  31119	+	 3	   18	0.56	 12	  1.33	 0.58	0.11	NA
I	  31193	  31242	+	 4	   37	0.46	 50	 -1.45	 0.22	0.11	NA
I	  31891	  31891	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  33185	  33185	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	  35057	  35065	+	 2	    6	0.50	  9	  0.00	 1.00	0.00	gene:YAL060W
I	  35107	  35107	+	 1	   10	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  35185	  35185	+	 1	   11	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  36513	  36567	+	 5	   40	0.52	 55	 -6.80	 0.08	0.18	gene:YAL059W
I	  37380	  37415	+	 2	   17	0.82	 36	 11.32	 1.33	0.33	gene:YAL058W
I	  39205	  39215	+	 3	   23	0.43	 11	  0.13	 0.45	0.02	gene:YAL056W
I	  42155	  42182	+	 3	    9	0.33	 28	 -1.50	 0.42	0.00	gene:YAL055W
I	  43469	  43469	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  45748	  45769	+	 4	   15	0.33	 22	  0.03	 0.03	0.02	gene:YAL053W
I	  45810	  45810	+	 1	   10	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  48511	  48566	+	 5	   50	0.32	 56	  2.34	-0.24	0.04	gene:YAL051W
I	  57490	  57532	+	10	  125	0.42	 43	 -0.36	-0.60	0.22	gene:YAL044W-A
I	  61267	  61313	+	14	  399	0.48	 47	  2.08	-0.68	0.30	gene:YAL042W
I	  62765	  62808	+	 4	   38	0.42	 44	 -0.37	 0.11	0.06	gene:YAL041W
I	  71646	  71815	+	42	12860	0.82	170	 26.61	 0.65	0.75	gene:YAL038W
I	  71912	  71916	+	 2	    8	0.62	  5	  0.50	 1.05	0.05	NA
I	  72000	  72000	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72044	  72075	+	 2	    6	0.50	 32	  0.00	 1.00	0.00	NA
I	  72229	  72229	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72278	  72278	+	 1	    5	1.00	  1	  0.00	 2.00	1.00	NA
I	  72318	  72318	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	  72369	  72373	+	 2	    6	0.50	  5	  0.00	 1.00	0.00	NA
I	  72471	  72471	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	  72539	  72589	+	10	   76	0.30	 51	 10.79	-1.02	0.09	NA
I	  72664	  72664	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72722	  72722	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	  72796	  72798	+	 2	   17	0.82	  3	  0.65	 1.33	0.33	NA
I	  72929	  72935	+	 3	   24	0.46	  7	 -0.38	 0.48	0.04	NA
I	  73450	  73450	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	  73940	  73940	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAL037W
I	  76364	  76432	+	23	 1503	0.62	 69	  1.02	-0.29	0.49	gene:YAL035W
I	  76605	  76605	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  76931	  76931	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	  79674	  79695	+	 4	   32	0.47	 22	  3.47	 0.21	0.11	gene:YAL034W-A
I	  82681	  82704	+	 8	  123	0.41	 24	  3.56	-0.44	0.19	gene:YAL033W
I	  87264	  87264	+	 1	   11	1.00	  1	  0.00	 2.00	1.00	gene:YAL030W
I	  92852	  92885	+	 2	   11	0.64	 34	 -4.50	 1.05	0.05	gene:YAL028W
I	  94607	  94625	+	 2	    7	0.57	 19	 -1.29	 1.01	0.01	gene:YAL027W
I	  95152	  95173	+	 2	    8	0.50	 22	  0.00	 1.00	0.00	NA
I	 114800	 114832	+	10	  111	0.44	 33	 -2.22	-0.67	0.20	gene:YAL019W
I	 119858	 119891	+	 3	   18	0.56	 34	 -6.06	 0.56	0.09	NA
I	 119960	 119960	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	NA
I	 120213	 120213	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAL017W
I	 124781	 124801	+	 9	  117	0.32	 21	 -0.85	-0.77	0.13	gene:YAL016W
I	 129208	 129252	+	16	  122	0.18	 45	  0.98	-1.67	0.08	gene:YAL013W
I	 130686	 130758	+	14	  536	0.54	 73	 12.57	-0.30	0.40	gene:YAL012W
I	 132185	 132220	+	 3	   28	0.57	 36	 -8.04	 0.67	0.16	gene:YAL011W
I	 135844	 135844	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAL009W
I	 136815	 136882	+	10	   88	0.31	 68	 18.47	-0.97	0.10	gene:YAL008W
I	 142117	 142171	+	21	 3240	0.53	 55	  4.14	-0.45	0.44	gene:YAL003W
I	 142234	 142234	+	 1	    3	1.00	  1	  0.00	 2.00	1.00	gene:YAL003W
I	 143616	 143616	+	 1	    6	1.00	  1	  0.00	 2.00	1.00	gene:YAL002W
I	 152204	 152224	+	 6	  105	0.72	 21	  1.31	 0.57	0.45	gene:YAR002W
I	 154920	 154964	+	 4	   29	0.34	 45	  6.45	 0.11	0.05	gene:YAR003W
I	 158847	 158906	+	 9	   69	0.22	 60	-10.66	-0.97	0.06	gene:YAR008W
I	 169259	 169402	+	24	  967	0.30	144	-22.50	-1.06	0.33	gene:YAR015W
I	 175298	 175312	+	 2	   10	0.60	 15	 -1.40	 1.03	0.03	NA
I	 180256	 180256	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	 183389	 183389	+	 1	    4	1.00	  1	  0.00	 2.00	1.00	NA
I	 183688	 183710	+	 4	   24	0.33	 23	 -4.17	 0.10	0.05	gene:YAR027W
