seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  23988	  23990	+	  2	   13	0.69	   3	   0.38	 1.11	0.11	NA
I	  24714	  24714	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
I	  24838	  24838	+	  1	    5	1.00	   1	   0.00	 2.00	1.00	NA
I	  31525	  31527	+	  2	    6	0.50	   3	   0.00	 1.00	0.00	gene:YAL062W
I	  31572	  31572	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL062W
I	  31729	  31795	+	  4	   21	0.38	  67	 -14.86	 0.10	0.05	NA
I	  31891	  31910	+	  4	   30	0.47	  20	  -3.40	 0.22	0.11	NA
I	  32117	  32139	+	  2	    8	0.62	  23	   2.75	 1.05	0.05	NA
I	  33359	  33359	+	  1	   12	1.00	   1	   0.00	 2.00	1.00	gene:YAL061W
I	  33862	  33862	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  33994	  33994	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  35107	  35107	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL060W
I	  35185	  35185	+	  1	   13	1.00	   1	   0.00	 2.00	1.00	gene:YAL060W
I	  36511	  36583	+	  7	  115	0.51	  73	  -6.24	-0.06	0.27	gene:YAL059W
I	  37380	  37422	+	  8	   41	0.20	  43	   0.59	-0.91	0.03	gene:YAL058W
I	  39237	  39237	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YAL056W
I	  42148	  42167	+	  4	   19	0.42	  20	  -0.50	 0.11	0.05	gene:YAL055W
I	  43244	  43244	+	  1	    6	1.00	   1	   0.00	 2.00	1.00	NA
I	  43469	  43469	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  43539	  43539	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  45769	  45769	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	gene:YAL053W
I	  46595	  46595	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  48479	  48479	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL051W
I	  48555	  48566	+	  2	   22	0.73	  12	  -2.50	 1.15	0.15	gene:YAL051W
I	  56972	  56972	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  57484	  57526	+	  8	  105	0.30	  43	  -1.06	-0.52	0.16	gene:YAL044W-A
I	  61267	  61304	+	 13	  452	0.30	  38	   0.75	-0.85	0.23	gene:YAL042W
I	  61545	  61579	+	  2	    6	0.50	  35	   0.00	 1.00	0.00	NA
I	  61661	  61661	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  61932	  61932	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	NA
I	  62093	  62093	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  62173	  62194	+	  2	    7	0.57	  22	   1.50	 1.01	0.01	NA
I	  62748	  62799	+	  4	   38	0.50	  52	   0.34	 0.24	0.12	gene:YAL041W
I	  62981	  62981	+	  1	    4	1.00	   1	   0.00	 2.00	1.00	NA
I	  66118	  66118	+	  1	    9	1.00	   1	   0.00	 2.00	1.00	NA
I	  71649	  71649	+	  1	    3	1.00	   1	   0.00	 2.00	1.00	gene:YAL038W
