seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  18038	  18038	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  24838	  24838	+	  1	   9	1.00	  1	  0.00	 2.00	1.00	NA
I	  31108	  31123	+	  4	  30	0.37	 16	  0.73	 0.13	0.06	NA
I	  31166	  31260	+	 10	 144	0.28	 95	 12.44	-0.73	0.18	NA
I	  33345	  33362	+	  3	  51	0.82	 18	  4.70	 1.15	0.47	gene:YAL061W
I	  35057	  35057	+	  1	   8	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  35103	  35107	+	  2	  18	0.56	  5	  0.22	 1.01	0.01	gene:YAL060W
I	  36513	  36571	+	  5	  45	0.40	 59	  0.56	-0.11	0.09	gene:YAL059W
I	  37380	  37415	+	  2	   8	0.62	 36	  4.38	 1.05	0.05	gene:YAL058W
I	  39205	  39237	+	  5	  18	0.28	 33	 -0.39	-0.29	0.01	gene:YAL056W
I	  42134	  42212	+	 17	 132	0.14	 79	 -3.42	-1.86	0.06	gene:YAL055W
I	  45766	  45766	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  45810	  45813	+	  2	   7	0.57	  4	 -0.21	 1.01	0.01	gene:YAL053W
I	  45874	  45874	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  48534	  48566	+	  5	  31	0.35	 33	  4.48	-0.21	0.05	gene:YAL051W
I	  57484	  57524	+	  7	  35	0.29	 41	  5.54	-0.70	0.04	gene:YAL044W-A
I	  61269	  61304	+	  8	  80	0.38	 36	  4.69	-0.66	0.11	gene:YAL042W
I	  62072	  62198	+	 13	  56	0.11	127	 -0.43	-1.66	0.01	NA
I	  62310	  62343	+	  4	  13	0.31	 34	  3.35	 0.01	0.01	NA
I	  62773	  62822	+	  4	  24	0.33	 50	 -8.62	 0.08	0.04	gene:YAL041W
I	  71649	  71788	+	 16	 478	0.42	140	 35.50	-0.81	0.30	gene:YAL038W
I	  71828	  71828	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YAL038W
I	  72174	  72174	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  72316	  72316	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  72440	  72497	+	  7	  34	0.21	 58	  2.53	-0.76	0.02	NA
I	  72547	  72601	+	  8	  31	0.26	 55	 -4.32	-0.90	0.03	NA
I	  72685	  72812	+	  9	  33	0.21	128	-11.71	-1.10	0.02	NA
I	  76364	  76455	+	 20	 658	0.36	 92	-12.58	-1.09	0.29	gene:YAL035W
I	  76789	  76789	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	  77041	  77041	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  77092	  77092	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  77167	  77167	+	  1	   9	1.00	  1	  0.00	 2.00	1.00	NA
I	  77233	  77249	+	  3	  10	0.40	 17	 -0.40	 0.43	0.01	NA
I	  77290	  77290	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  79674	  79695	+	  3	  14	0.57	 22	  4.07	 0.59	0.11	gene:YAL034W-A
I	  82688	  82711	+	  4	  31	0.32	 24	  0.98	 0.05	0.02	gene:YAL033W
I	  82753	  82753	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL033W
I	  87237	  87264	+	  5	  31	0.39	 28	  6.11	-0.18	0.06	gene:YAL030W
I	  92849	  92889	+	  5	  39	0.33	 41	 -7.44	-0.09	0.10	gene:YAL028W
I	  94595	  94655	+	  6	  29	0.24	 61	 -0.41	-0.53	0.02	gene:YAL027W
I	 114803	 114818	+	  4	  23	0.39	 16	 -1.11	 0.10	0.05	gene:YAL019W
I	 119829	 119894	+	 10	  69	0.22	 66	  5.89	-1.15	0.05	NA
I	 119953	 119963	+	  3	  15	0.33	 11	  0.67	 0.42	0.00	NA
I	 124783	 124803	+	  7	  50	0.28	 21	  3.24	-0.54	0.09	gene:YAL016W
I	 129208	 129297	+	 34	 897	0.16	 90	-16.62	-2.32	0.15	gene:YAL013W
I	 130686	 130779	+	 16	 185	0.31	 94	 -1.74	-1.07	0.23	gene:YAL012W
I	 131229	 131229	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 131368	 131378	+	  2	   6	0.50	 11	  0.00	 1.00	0.00	NA
