seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  24834	  24838	+	  2	  12	0.75	  5	  1.00	 1.19	0.19	NA
I	  31108	  31145	+	  4	  25	0.48	 38	 -7.98	 0.20	0.10	NA
I	  31188	  31260	+	  9	 154	0.27	 73	  5.32	-0.79	0.12	NA
I	  31367	  31367	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL062W
I	  33359	  33362	+	  2	  48	0.85	  4	 -1.06	 1.40	0.40	gene:YAL061W
I	  33865	  33865	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  33937	  33937	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  33986	  33986	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  34056	  34056	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  34146	  34146	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  34829	  34829	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  35057	  35057	+	  1	  12	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  35097	  35107	+	  3	  22	0.50	 11	  1.91	 0.53	0.07	gene:YAL060W
I	  35185	  35185	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL060W
I	  36513	  36581	+	  9	  66	0.42	 69	 -5.83	-0.66	0.16	gene:YAL059W
I	  37380	  37415	+	  3	  14	0.50	 36	  5.36	 0.51	0.06	gene:YAL058W
I	  39195	  39237	+	  4	  24	0.42	 43	  4.42	 0.20	0.10	gene:YAL056W
I	  42134	  42212	+	 20	 155	0.14	 79	 -5.19	-2.10	0.05	gene:YAL055W
I	  45744	  45769	+	  7	  30	0.20	 26	 -0.93	-0.77	0.01	gene:YAL053W
I	  45810	  45825	+	  2	  11	0.73	 16	 -3.41	 1.15	0.15	gene:YAL053W
I	  48534	  48579	+	  7	  49	0.31	 46	 -3.89	-0.55	0.09	gene:YAL051W
I	  57484	  57524	+	  8	  40	0.25	 41	  4.95	-0.89	0.04	gene:YAL044W-A
I	  61269	  61304	+	  9	  57	0.33	 36	  5.13	-0.86	0.10	gene:YAL042W
I	  61460	  61476	+	  2	   7	0.57	 17	 -1.14	 1.01	0.01	NA
I	  61537	  61537	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	NA
I	  62075	  62372	+	 31	 122	0.07	298	 24.34	-2.90	0.01	NA
I	  62435	  62449	+	  2	   6	0.50	 15	  0.00	 1.00	0.00	NA
I	  62773	  62832	+	  5	  23	0.35	 60	 -9.15	-0.19	0.06	gene:YAL041W
I	  71646	  71866	+	 30	 724	0.33	221	  1.23	-1.53	0.28	gene:YAL038W
I	  71924	  71924	+	  1	   9	1.00	  1	  0.00	 2.00	1.00	NA
I	  72056	  72071	+	  2	  10	0.60	 16	  1.50	 1.03	0.03	NA
I	  72188	  72188	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72401	  72920	+	 79	 333	0.05	520	  6.60	-4.16	0.02	NA
I	  76368	  76464	+	 19	 588	0.39	 97	-17.59	-0.96	0.30	gene:YAL035W
I	  76513	  76513	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL035W
I	  77059	  77059	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  77167	  77249	+	  4	  17	0.35	 83	 -4.47	 0.07	0.03	NA
I	  77547	  77547	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  77609	  77609	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  79674	  79695	+	  3	  17	0.41	 22	  1.09	 0.43	0.01	gene:YAL034W-A
I	  82688	  82701	+	  2	   7	0.57	 14	  0.93	 1.01	0.01	gene:YAL033W
I	  87250	  87282	+	  8	  63	0.44	 33	 -1.95	-0.50	0.17	gene:YAL030W
I	  87329	  87329	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL030W
I	  92849	  92893	+	  7	  35	0.23	 45	 -4.40	-0.71	0.03	gene:YAL028W
I	  94591	  94655	+	  5	  20	0.25	 65	 -6.40	-0.29	0.02	gene:YAL027W
I	  94969	  94969	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  95173	  95173	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 113591	 113591	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 114803	 114818	+	  4	  18	0.33	 16	 -1.67	 0.08	0.04	gene:YAL019W
I	 115350	 115350	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 119850	 119891	+	  9	  70	0.27	 42	 -5.19	-0.92	0.08	NA
I	 119953	 119963	+	  4	  20	0.35	 11	  0.05	 0.07	0.04	NA
