seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  11329	  11329	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  24838	  24850	+	  2	  13	0.69	 13	 -2.31	 1.11	0.11	NA
I	  31108	  31119	+	  3	  28	0.46	 12	  2.18	 0.47	0.03	NA
I	  31188	  31258	+	  6	  71	0.28	 71	  4.94	-0.36	0.09	NA
I	  33345	  33359	+	  2	  27	0.89	 15	  5.44	 1.50	0.50	gene:YAL061W
I	  34154	  34154	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  35057	  35107	+	  4	  22	0.32	 51	  7.05	 0.07	0.04	gene:YAL060W
I	  36511	  36567	+	  6	  49	0.51	 57	 -7.71	-0.10	0.19	gene:YAL059W
I	  37415	  37415	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL058W
I	  39215	  39217	+	  2	   8	0.62	  3	 -0.25	 1.05	0.05	gene:YAL056W
I	  42137	  42203	+	 14	 116	0.22	 67	 -3.02	-1.46	0.09	gene:YAL055W
I	  45744	  45769	+	  2	   7	0.57	 26	  1.79	 1.01	0.01	gene:YAL053W
I	  45813	  45823	+	  2	   6	0.50	 11	  0.00	 1.00	0.00	gene:YAL053W
I	  45877	  45877	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  48550	  48564	+	  3	  16	0.50	 15	 -2.81	 0.52	0.07	gene:YAL051W
I	  57506	  57524	+	  6	  28	0.32	 19	  0.21	-0.48	0.04	gene:YAL044W-A
I	  61269	  61304	+	  7	  82	0.38	 36	  5.11	-0.52	0.10	gene:YAL042W
I	  61579	  61579	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  62101	  62217	+	  8	  28	0.18	117	  4.21	-0.97	0.01	NA
I	  62331	  62331	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	NA
I	  62773	  62827	+	  4	  16	0.38	 55	 -7.00	 0.06	0.03	gene:YAL041W
I	  62936	  62936	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL041W
I	  71649	  71780	+	 13	 407	0.43	132	 39.04	-0.70	0.27	gene:YAL038W
I	  71828	  71828	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL038W
I	  72034	  72043	+	  2	   8	0.62	 10	 -1.12	 1.05	0.05	NA
I	  72458	  72620	+	 16	  70	0.11	163	-10.76	-1.91	0.02	NA
I	  72661	  72829	+	  9	  32	0.19	169	 -8.50	-1.12	0.01	NA
I	  73940	  73940	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL037W
I	  76364	  76418	+	 18	 581	0.37	 55	  5.19	-1.07	0.26	gene:YAL035W
I	  76594	  76594	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  79674	  79695	+	  3	  16	0.50	 22	  3.00	 0.50	0.05	gene:YAL034W-A
I	  82688	  82711	+	  4	  22	0.41	 24	 -1.95	 0.16	0.08	gene:YAL033W
I	  87250	  87264	+	  3	  26	0.73	 15	  4.62	 0.89	0.30	gene:YAL030W
I	  92849	  92889	+	  5	  30	0.30	 41	 -5.47	-0.21	0.05	gene:YAL028W
I	  94595	  94655	+	  7	  33	0.21	 61	 -1.18	-0.74	0.02	gene:YAL027W
I	 114803	 114811	+	  2	  12	0.67	  9	 -1.33	 1.08	0.08	gene:YAL019W
I	 114862	 114862	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL019W
I	 119843	 119891	+	 10	  66	0.27	 49	 -1.38	-1.01	0.10	NA
I	 119953	 119963	+	  3	  16	0.44	 11	  1.19	 0.45	0.02	NA
I	 124789	 124818	+	  5	  38	0.29	 30	 -5.05	-0.16	0.07	gene:YAL016W
I	 129208	 129297	+	 29	 688	0.15	 90	-16.61	-2.25	0.13	gene:YAL013W
I	 130686	 130779	+	 17	 194	0.26	 94	 -2.35	-1.35	0.18	gene:YAL012W
I	 135829	 135854	+	  2	  13	0.77	 26	 -6.73	 1.22	0.22	gene:YAL009W
I	 136852	 136882	+	  4	  32	0.34	 31	  3.88	 0.14	0.07	gene:YAL008W
I	 142035	 142035	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL003W
I	 142117	 142195	+	 24	 449	0.22	 79	 -8.76	-1.94	0.14	gene:YAL003W
I	 142237	 142242	+	  2	   9	0.67	  6	  0.83	 1.08	0.08	gene:YAL003W
I	 142648	 142648	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 142696	 142713	+	  5	  23	0.35	 18	  3.80	-0.19	0.06	NA
I	 142765	 142936	+	 14	  57	0.12	172	-23.27	-1.75	0.02	NA
I	 143616	 143616	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL002W
I	 152208	 152228	+	  3	  42	0.71	 21	 -0.71	 0.91	0.31	gene:YAR002W
I	 154958	 154958	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAR003W
I	 158847	 158897	+	  4	  27	0.30	 51	-10.44	 0.02	0.01	gene:YAR008W
I	 169263	 169330	+	  9	  55	0.25	 68	  2.88	-0.91	0.08	gene:YAR015W
I	 182843	 182843	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 183690	 183690	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAR027W
I	 183794	 183794	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAR027W
I	 190149	 190149	+	  1	   6	1.00	  1	  0.00	 2.00	1.00	gene:YAR035W
I	 192549	 192583	+	  4	  16	0.31	 35	  2.75	 0.05	0.02	gene:YAR042W
I	 195689	 195689	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 199098	 199134	+	  2	  11	0.73	 37	 -8.18	 1.15	0.15	NA
I	 199256	 199261	+	  2	   6	0.50	  6	  0.00	 1.00	0.00	NA
I	 223297	 223297	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  32367	  32391	-	  2	   7	0.57	 25	  1.71	 1.01	0.01	NA
I	  32501	  32501	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  32549	  32549	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  32684	  32757	-	  8	  41	0.24	 74	-10.28	-0.87	0.04	NA
I	  32951	  32982	-	  4	  23	0.43	 32	  0.59	 0.14	0.07	NA
I	  34355	  34362	-	  3	  24	0.54	  8	 -1.00	 0.62	0.13	NA
I	  34404	  34404	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  52617	  52661	-	  3	  16	0.50	 45	  8.50	 0.50	0.05	gene:YAL049C
I	  54790	  54799	-	  2	   8	0.62	 10	  1.12	 1.05	0.05	gene:YAL048C
I	  56882	  56886	-	  2	   7	0.57	  5	  0.29	 1.01	0.01	gene:YAL047C
I	  57409	  57409	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL046C
I	  58469	  58476	-	  3	  23	0.57	  8	 -1.15	 0.59	0.11	gene:YAL044C
I	  67833	  67850	-	  6	  65	0.32	 18	  0.30	-0.30	0.11	NA
I	  69553	  69596	-	  8	  49	0.27	 44	  1.42	-0.85	0.05	gene:YAL039C
I	  76184	  76199	-	  3	  13	0.46	 16	 -2.50	 0.47	0.04	gene:YAL036C
I	  81978	  82001	-	  5	  24	0.38	 24	  1.12	-0.16	0.07	gene:YAL034C
I	  84494	  84509	-	  4	  15	0.33	 16	  0.37	 0.03	0.02	gene:YAL032C
I	  87060	  87078	-	  2	  20	0.80	 19	  5.40	 1.28	0.28	gene:YAL031C
I	  92473	  92518	-	  3	  12	0.50	 46	 -8.00	 0.50	0.05	gene:YAL029C
I	  99764	  99783	-	  2	  16	0.81	 20	  5.94	 1.30	0.30	gene:YAL026C
I	 101151	 101196	-	 13	 299	0.17	 46	 -4.42	-1.40	0.08	gene:YAL025C
I	 101236	 101236	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL025C
I	 105976	 105976	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL024C
I	 108639	 108643	-	  2	   8	0.50	  5	  0.00	 1.00	0.00	gene:YAL023C
I	 110446	 110446	-	  1	   7	1.00	  1	  0.00	 2.00	1.00	gene:YAL022C
I	 113389	 113420	-	  6	  30	0.27	 32	  1.83	-0.50	0.03	gene:YAL021C
I	 114025	 114025	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 114619	 114621	-	  2	  15	0.67	  3	 -0.33	 1.08	0.08	gene:YAL020C
I	 128102	 128102	-	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL015C
I	 129047	 129067	-	  3	  14	0.43	 21	 -1.57	 0.47	0.03	gene:YAL014C
I	 135686	 135702	-	  5	  23	0.35	 17	 -1.22	-0.19	0.06	gene:YAL010C
I	 138394	 138453	-	  6	  64	0.31	 60	 -1.86	-0.33	0.10	gene:YAL007C
I	 140753	 140757	-	  2	   6	0.50	  5	  0.00	 1.00	0.00	NA
I	 140798	 140841	-	  3	   9	0.33	 44	  5.50	 0.42	0.00	NA
I	 140883	 140883	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 141114	 141116	-	  2	  10	0.70	  3	 -0.40	 1.12	0.12	NA
I	 141203	 141203	-	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	 141441	 141522	-	 16	 313	0.39	 82	  8.81	-0.97	0.26	gene:YAL005C
I	 141641	 141661	-	  3	  11	0.36	 21	 -1.64	 0.43	0.01	gene:YAL005C
I	 151189	 151203	-	  2	  15	0.80	 15	  4.20	 1.28	0.28	gene:YAL001C
I	 154731	 154800	-	 11	  54	0.20	 70	-13.06	-1.31	0.04	gene:YAR002C-A
I	 158678	 158698	-	  2	   7	0.57	 21	  1.43	 1.01	0.01	gene:YAR007C
