seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  11324	  11329	+	  2	   6	0.50	  6	   0.00	 1.00	0.00	NA
I	  18031	  18031	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  24831	  24838	+	  3	  21	0.43	  8	   0.07	 0.49	0.05	NA
I	  31108	  31119	+	  3	  14	0.50	 12	  -0.43	 0.51	0.06	NA
I	  31188	  31260	+	  6	  75	0.27	 73	   0.73	-0.40	0.07	NA
I	  33345	  33362	+	  3	  48	0.79	 18	   5.06	 1.08	0.42	gene:YAL061W
I	  33753	  33753	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  33849	  33872	+	  2	  10	0.70	 24	   4.60	 1.12	0.12	NA
I	  34107	  34153	+	  3	  11	0.45	 47	   7.27	 0.46	0.03	NA
I	  34269	  34269	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  35057	  35057	+	  1	  15	1.00	  1	   0.00	 2.00	1.00	gene:YAL060W
I	  35097	  35107	+	  3	  21	0.43	 11	   1.57	 0.49	0.05	gene:YAL060W
I	  35185	  35185	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAL060W
I	  36513	  36581	+	  6	  36	0.33	 69	   0.19	-0.41	0.07	gene:YAL059W
I	  37380	  37415	+	  3	  13	0.54	 36	   6.65	 0.54	0.08	gene:YAL058W
I	  39215	  39237	+	  3	  15	0.53	 23	   4.53	 0.54	0.08	gene:YAL056W
I	  41342	  41342	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  42134	  42203	+	 15	 126	0.16	 70	  -0.79	-1.73	0.04	gene:YAL055W
I	  45759	  45769	+	  2	   7	0.57	 11	   0.71	 1.01	0.01	gene:YAL053W
I	  45810	  45810	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAL053W
I	  45877	  45877	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL053W
I	  48497	  48566	+	  8	  54	0.20	 70	  15.94	-0.85	0.05	gene:YAL051W
I	  54214	  54214	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  57484	  57524	+	  7	  33	0.30	 41	   5.94	-0.62	0.07	gene:YAL044W-A
I	  61269	  61313	+	 10	  71	0.34	 45	   0.70	-0.93	0.12	gene:YAL042W
I	  61476	  61476	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  61537	  61537	+	  1	   8	1.00	  1	   0.00	 2.00	1.00	NA
I	  61862	  61862	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  62013	  62372	+	 38	 196	0.06	360	  14.62	-3.10	0.03	NA
I	  62456	  62456	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  62773	  62827	+	  4	  24	0.42	 55	  -8.00	 0.11	0.06	gene:YAL041W
I	  62938	  62938	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL041W
I	  71649	  71882	+	 32	 589	0.36	234	  -4.36	-1.57	0.29	gene:YAL038W
I	  71924	  71966	+	  4	  21	0.33	 43	   0.95	 0.06	0.03	NA
I	  72056	  72199	+	 14	  53	0.11	144	   0.29	-1.77	0.01	NA
I	  72257	  72257	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	  72410	  72920	+	 83	 437	0.06	511	 -17.48	-4.13	0.04	NA
I	  73028	  73028	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  73086	  73086	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  76364	  76455	+	 22	 620	0.36	 92	 -12.61	-1.21	0.28	gene:YAL035W
I	  76508	  76644	+	 10	  48	0.17	137	  -4.08	-1.24	0.03	gene:YAL035W
I	  76685	  76687	+	  2	   6	0.50	  3	   0.00	 1.00	0.00	NA
I	  76737	  76801	+	  5	  17	0.24	 65	  12.59	-0.31	0.01	NA
I	  76983	  77017	+	  2	   7	0.57	 35	  -2.43	 1.01	0.01	NA
I	  77092	  77092	+	  1	   6	1.00	  1	   0.00	 2.00	1.00	NA
I	  77133	  77295	+	 11	  58	0.17	163	  -4.12	-1.33	0.04	NA
I	  77438	  77459	+	  2	   6	0.50	 22	   0.00	 1.00	0.00	NA
I	  77547	  77609	+	  6	  18	0.17	 63	   7.33	-0.58	0.00	NA
I	  77664	  77664	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  79689	  79695	+	  2	  12	0.75	  7	   1.50	 1.19	0.19	gene:YAL034W-A
I	  82688	  82688	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAL033W
I	  82753	  82753	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	gene:YAL033W
I	  87248	  87264	+	  4	  33	0.52	 17	   2.94	 0.27	0.14	gene:YAL030W
I	  92849	  92885	+	  5	  26	0.31	 37	  -8.69	-0.21	0.05	gene:YAL028W
I	  93209	  93209	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  93984	  93984	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  94595	  94595	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAL027W
I	  94981	  94981	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  95152	  95152	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	 114803	 114826	+	  4	  22	0.41	 24	  -3.86	 0.16	0.08	gene:YAL019W
I	 119850	 119891	+	  9	  57	0.25	 42	  -4.45	-0.97	0.06	NA
I	 119960	 119963	+	  2	  13	0.54	  4	  -0.12	 1.00	0.00	NA
I	 120019	 120019	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL017W
I	 121243	 121243	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 124783	 124818	+	  9	  75	0.27	 36	  -3.86	-0.84	0.11	gene:YAL016W
I	 124968	 124968	+	  1	  10	1.00	  1	   0.00	 2.00	1.00	gene:YAL016W
I	 129200	 129319	+	 37	 849	0.15	120	 -23.09	-2.45	0.15	gene:YAL013W
I	 129392	 129431	+	  4	  14	0.36	 40	  -0.43	 0.04	0.02	NA
I	 130686	 130779	+	 20	 220	0.25	 94	  -0.31	-1.53	0.18	gene:YAL012W
I	 130921	 130921	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 131076	 131076	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	 131251	 131251	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 131299	 131417	+	  8	  28	0.25	119	   1.04	-0.92	0.03	NA
I	 131573	 131573	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 132191	 132191	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL011W
I	 135829	 135829	+	  1	  13	1.00	  1	   0.00	 2.00	1.00	gene:YAL009W
I	 136852	 136882	+	  6	  31	0.29	 31	   1.65	-0.48	0.04	gene:YAL008W
I	 142117	 142249	+	 28	 430	0.25	133	 -30.03	-2.05	0.16	gene:YAL003W
I	 142634	 142998	+	 50	 250	0.06	365	 -25.28	-3.49	0.03	NA
I	 143071	 143101	+	  2	   7	0.57	 31	   2.14	 1.01	0.01	NA
I	 143572	 143572	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL002W
I	 143616	 143616	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL002W
I	 152215	 152228	+	  2	  46	0.83	 14	  -4.24	 1.33	0.33	gene:YAR002W
I	 152391	 152391	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 154920	 154920	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAR003W
I	 158847	 158906	+	  7	  50	0.26	 60	 -12.16	-0.57	0.08	gene:YAR008W
I	 169240	 169365	+	 14	 112	0.21	126	  -0.64	-1.50	0.08	gene:YAR015W
I	 175298	 175298	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 184866	 184866	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAR028W
I	 187375	 187375	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 188061	 188061	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAR033W
I	 190149	 190149	+	  1	   5	1.00	  1	   0.00	 2.00	1.00	gene:YAR035W
I	 192567	 192567	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	gene:YAR042W
I	 192839	 192839	+	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	 195792	 195792	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 199098	 199134	+	  2	  13	0.54	 37	  -1.38	 1.00	0.00	NA
I	 199256	 199256	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 213014	 213014	+	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 225395	 225415	+	  2	   7	0.57	 21	   1.43	 1.01	0.01	gene:YAR071W
I	  32180	  32180	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  32501	  32501	-	  1	   6	1.00	  1	   0.00	 2.00	1.00	NA
I	  32549	  32766	-	 17	  98	0.12	218	  11.90	-1.92	0.04	NA
I	  32951	  32968	-	  3	  13	0.38	 18	   1.50	 0.45	0.02	NA
I	  34355	  34365	-	  4	  24	0.38	 11	  -1.75	 0.19	0.09	NA
I	  43276	  43276	-	  1	   4	1.00	  1	   0.00	 2.00	1.00	NA
I	  52661	  52661	-	  1	   6	1.00	  1	   0.00	 2.00	1.00	gene:YAL049C
I	  56886	  56886	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL047C
I	  58466	  58476	-	  4	  24	0.42	 11	  -0.38	 0.15	0.07	gene:YAL044C
I	  61088	  61088	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL043C
I	  66147	  66158	-	  2	   6	0.50	 12	   0.00	 1.00	0.00	NA
I	  67833	  67885	-	  6	  66	0.47	 53	 -14.00	 0.00	0.22	NA
I	  69564	  69605	-	 10	  69	0.26	 42	  -4.43	-1.08	0.07	gene:YAL039C
I	  75192	  75231	-	  4	  13	0.31	 40	   2.27	 0.01	0.01	NA
I	  76184	  76189	-	  2	   9	0.56	  6	  -0.28	 1.01	0.01	gene:YAL036C
I	  81978	  81997	-	  4	  33	0.48	 20	   1.74	 0.23	0.12	gene:YAL034C
I	  82537	  82537	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  84482	  84507	-	  5	  25	0.28	 26	   0.74	-0.24	0.04	gene:YAL032C
I	  87060	  87078	-	  3	  26	0.65	 19	   3.58	 0.75	0.21	gene:YAL031C
I	  91414	  91414	-	  1	   5	1.00	  1	   0.00	 2.00	1.00	NA
I	  91492	  91492	-	  1	   8	1.00	  1	   0.00	 2.00	1.00	NA
I	  91543	  91544	-	  2	  14	0.79	  2	   0.29	 1.25	0.25	NA
I	  91640	  91640	-	  1	   6	1.00	  1	   0.00	 2.00	1.00	NA
I	  91694	  91694	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  92473	  92486	-	  3	  19	0.58	 14	  -1.82	 0.62	0.13	gene:YAL029C
I	  92547	  92547	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	  95862	  95862	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	gene:YAL026C-A
I	  99783	  99783	-	  1	  15	1.00	  1	   0.00	 2.00	1.00	gene:YAL026C
I	 100704	 100704	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 100796	 100796	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 100850	 100850	-	  1	   6	1.00	  1	   0.00	 2.00	1.00	NA
I	 100916	 100918	-	  2	   8	0.62	  3	   0.25	 1.05	0.05	NA
I	 100993	 101049	-	  6	  20	0.20	 57	   0.35	-0.57	0.01	gene:YAL025C
I	 101096	 101196	-	 17	 334	0.21	101	  21.98	-1.53	0.14	gene:YAL025C
I	 108047	 108047	-	  1	   3	1.00	  1	   0.00	 2.00	1.00	NA
I	 108623	 108671	-	  5	  26	0.38	 49	   1.38	-0.16	0.07	gene:YAL023C
I	 110446	 110463	-	  2	  13	0.77	 18	  -4.58	 1.22	0.22	gene:YAL022C
I	 113400	 113420	-	  4	  23	0.30	 21	  -1.70	 0.04	0.02	gene:YAL021C
I	 114571	 114667	-	  7	  42	0.31	 97	  -1.52	-0.60	0.07	gene:YAL020C
I	 128075	 128079	-	  2	   7	0.57	  5	   0.29	 1.01	0.01	gene:YAL015C
