seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  24838	  24838	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	NA
I	  31056	  31056	+	  1	   7	1.00	  1	  0.00	 2.00	1.00	NA
I	  31108	  31263	+	 19	 281	0.22	156	 19.24	-1.59	0.15	NA
I	  31307	  31367	+	  5	  27	0.30	 61	  9.37	-0.25	0.03	gene:YAL062W
I	  33359	  33359	+	  1	  17	1.00	  1	  0.00	 2.00	1.00	gene:YAL061W
I	  35057	  35107	+	  4	  16	0.31	 51	  1.31	 0.05	0.02	gene:YAL060W
I	  36513	  36525	+	  2	  17	0.82	 13	  3.88	 1.33	0.33	gene:YAL059W
I	  36567	  36571	+	  2	   8	0.62	  5	 -0.50	 1.05	0.05	gene:YAL059W
I	  37392	  37392	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL058W
I	  39205	  39217	+	  3	  11	0.45	 13	  1.82	 0.46	0.03	gene:YAL056W
I	  42134	  42203	+	 12	  80	0.29	 70	 -2.32	-1.30	0.08	gene:YAL055W
I	  45810	  45810	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  45877	  45877	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  48511	  48566	+	  5	  23	0.39	 56	 12.28	-0.16	0.07	gene:YAL051W
I	  57517	  57524	+	  2	   9	0.67	  8	 -1.17	 1.08	0.08	gene:YAL044W-A
I	  61287	  61304	+	  5	  51	0.55	 18	  1.34	 0.11	0.19	gene:YAL042W
I	  62082	  62082	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  62125	  62144	+	  2	   7	0.57	 20	 -1.36	 1.01	0.01	NA
I	  62773	  62808	+	  3	  11	0.36	 36	 -6.86	 0.43	0.01	gene:YAL041W
I	  71696	  71777	+	 11	 326	0.51	 82	 19.42	-0.26	0.35	gene:YAL038W
I	  72458	  72482	+	  4	  15	0.33	 25	  1.33	 0.03	0.02	NA
I	  72550	  72551	+	  2	   6	0.50	  2	  0.00	 1.00	0.00	NA
I	  72601	  72601	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72704	  72719	+	  2	   8	0.62	 16	  1.88	 1.05	0.05	NA
I	  76368	  76414	+	 13	 407	0.45	 47	  5.79	-0.73	0.26	gene:YAL035W
I	  77092	  77092	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  77167	  77167	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  77260	  77260	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  79695	  79695	+	  1	  12	1.00	  1	  0.00	 2.00	1.00	gene:YAL034W-A
I	  82701	  82701	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL033W
I	  87250	  87264	+	  3	  20	0.65	 15	  3.90	 0.72	0.19	gene:YAL030W
I	  92849	  92859	+	  2	   9	0.67	 11	  1.67	 1.08	0.08	gene:YAL028W
I	  94607	  94646	+	  4	  15	0.40	 40	  0.30	 0.08	0.04	gene:YAL027W
I	  95152	  95152	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	 114803	 114809	+	  2	   8	0.62	  7	  0.75	 1.05	0.05	gene:YAL019W
