seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
I	  24838	  24846	+	  2	  12	0.75	  9	 -2.00	 1.19	0.19	NA
I	  24949	  24949	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  31108	  31242	+	  9	  95	0.24	135	 26.42	-0.85	0.10	NA
I	  31732	  31732	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  33307	  33359	+	  3	  27	0.78	 53	 18.67	 1.01	0.38	gene:YAL061W
I	  35057	  35107	+	  4	  17	0.29	 51	  2.47	 0.03	0.01	gene:YAL060W
I	  36513	  36525	+	  2	  20	0.85	 13	  4.20	 1.39	0.39	gene:YAL059W
I	  36567	  36567	+	  1	   9	1.00	  1	  0.00	 2.00	1.00	gene:YAL059W
I	  37415	  37415	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL058W
I	  39215	  39215	+	  1	   5	1.00	  1	  0.00	 2.00	1.00	gene:YAL056W
I	  42137	  42203	+	 14	 119	0.17	 67	 -1.87	-1.59	0.06	gene:YAL055W
I	  45766	  45766	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  45810	  45810	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	gene:YAL053W
I	  48550	  48579	+	  5	  28	0.29	 30	 -4.46	-0.26	0.03	gene:YAL051W
I	  57496	  57524	+	  3	  14	0.50	 29	  4.50	 0.51	0.06	gene:YAL044W-A
I	  61274	  61304	+	  7	  49	0.47	 31	  5.04	-0.34	0.17	gene:YAL042W
I	  62773	  62808	+	  3	  13	0.46	 36	 -5.35	 0.47	0.04	gene:YAL041W
I	  71670	  71670	+	  1	   8	1.00	  1	  0.00	 2.00	1.00	gene:YAL038W
I	  71711	  71777	+	 12	 358	0.44	 67	 11.64	-0.60	0.28	gene:YAL038W
I	  72469	  72477	+	  2	  10	0.70	  9	  1.60	 1.12	0.12	NA
I	  72704	  72704	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	NA
I	  72758	  72758	+	  1	   3	1.00	  1	  0.00	 2.00	1.00	NA
I	  76368	  76411	+	 15	 434	0.43	 44	  6.62	-0.86	0.27	gene:YAL035W
I	  77199	  77233	+	  2	   6	0.50	 35	  0.00	 1.00	0.00	NA
I	  79695	  79695	+	  1	   7	1.00	  1	  0.00	 2.00	1.00	gene:YAL034W-A
I	  82688	  82701	+	  3	  14	0.43	 14	 -0.14	 0.47	0.03	gene:YAL033W
I	  82753	  82753	+	  1	   4	1.00	  1	  0.00	 2.00	1.00	gene:YAL033W
I	  87250	  87264	+	  3	  20	0.45	 15	  1.55	 0.46	0.03	gene:YAL030W
I	  92849	  92889	+	  4	  15	0.40	 41	 -7.40	 0.08	0.04	gene:YAL028W
I	  94595	  94607	+	  2	   7	0.57	 13	 -0.86	 1.01	0.01	gene:YAL027W
I	 114803	 114809	+	  2	   8	0.50	  7	  0.00	 1.00	0.00	gene:YAL019W
I	 119850	 119876	+	  7	  37	0.24	 27	  1.68	-0.69	0.04	NA
I	 119953	 119963	+	  3	  12	0.42	 11	  0.42	 0.45	0.02	NA
