seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
1	   629678	   629699	+	  2	  12	0.58	  22	   1.75	 1.02	0.02	NA
1	   629774	   629774	+	  1	   7	1.00	   1	   0.00	 2.00	1.00	NA
1	   629825	   629825	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
1	   629916	   629936	+	  6	  40	0.20	  21	   0.13	-0.57	0.01	NA
1	   630242	   630242	+	  1	   7	1.00	   1	   0.00	 2.00	1.00	NA
1	   631071	   631074	+	  2	  50	0.82	   4	   0.96	 1.32	0.32	NA
1	   632187	   632197	+	  2	  12	0.50	  11	   0.00	 1.00	0.00	NA
1	   632430	   632510	+	  6	  49	0.29	  81	   9.84	-0.46	0.05	NA
1	   632760	   632760	+	  1	  11	1.00	   1	   0.00	 2.00	1.00	NA
1	   633240	   633240	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
1	   633983	   634028	+	  3	  29	0.45	  46	  -0.47	 0.48	0.04	NA
1	   634128	   634128	+	  1	   7	1.00	   1	   0.00	 2.00	1.00	NA
1	  3772773	  3772773	+	  1	  17	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000452264
1	  6785467	  6785479	+	  2	  17	0.59	  13	  -1.06	 1.02	0.02	transcript:ENST00000461311
1	  7961672	  7961715	+	  9	 106	0.28	  44	  -8.65	-0.77	0.13	transcript:ENST00000377488
1	  7969347	  7969347	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
1	 10399020	 10399020	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000460189
1	 10399066	 10399066	+	  1	   7	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000460189
1	 10399665	 10399665	+	  1	   8	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000460189
1	 10400455	 10400456	+	  2	  15	0.67	   2	   0.17	 1.08	0.08	NA
1	 10403129	 10403129	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	NA
1	 10404205	 10404233	+	  3	  15	0.33	  29	  -4.33	 0.42	0.00	NA
1	 10411432	 10411432	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
1	 10430435	 10430435	+	  1	   9	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000462462
1	 11012661	 11012665	+	  3	  18	0.39	   5	   0.11	 0.43	0.01	transcript:ENST00000614757
1	 11736128	 11736128	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000510878
1	 11806246	 11806246	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000376496
1	 11960765	 11960765	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
1	 11980440	 11980446	+	  2	  16	0.62	   7	   0.75	 1.05	0.05	transcript:ENST00000235329
1	 11999092	 11999092	+	  1	   8	1.00	   1	   0.00	 2.00	1.00	NA
1	 12001445	 12001454	+	  2	  11	0.55	  10	  -0.41	 1.01	0.01	NA
1	 12001773	 12001773	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
1	 12019503	 12019503	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000235332
1	 12230057	 12230058	+	  2	  16	0.62	   2	   0.12	 1.05	0.05	transcript:ENST00000613099
1	 12460263	 12460263	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	NA
1	 12507247	 12507248	+	  2	  20	0.60	   2	  -0.10	 1.03	0.03	NA
1	 13749417	 13749417	+	  1	   6	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000505823
1	 15526871	 15526871	+	  1	   5	1.00	   1	   0.00	 2.00	1.00	transcript:ENST00000375847
