seq	start	end	strand	nTSSs	nTAGs	tsrPeak	tsrWdth	tsrTrq	tsrSI	tsrMSI	featureID
1	   137524	   137535	+	 2	  10	0.50	 12	  0.00	 1.00	0.00	NA
1	   634021	   634021	+	 1	  11	1.00	  1	  0.00	 2.00	1.00	NA
1	   827667	   827667	+	 1	   6	1.00	  1	  0.00	 2.00	1.00	NA
1	  1013491	  1013497	+	 4	  32	0.50	  7	  0.88	 0.21	0.11	transcript:ENST00000649529
1	  1059730	  1059734	+	 2	  27	0.59	  5	 -0.37	 1.02	0.02	NA
1	  1399552	  1399573	+	 5	  43	0.42	 22	  1.36	-0.13	0.08	NA
1	  1659058	  1659058	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
1	  3772771	  3772771	+	 1	  12	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000452264
1	  3857458	  3857458	+	 1	  10	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000341385
1	  3976139	  3976143	+	 3	  21	0.43	  5	  0.05	 0.45	0.03	NA
1	  5992676	  5992688	+	 2	  11	0.55	 13	  0.55	 1.01	0.01	transcript:ENST00000462676
1	  6580021	  6580021	+	 1	   6	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000488936
1	  6785474	  6785477	+	 2	  33	0.79	  4	  0.86	 1.25	0.25	transcript:ENST00000461311
1	  7771275	  7771349	+	 8	  71	0.25	 75	-13.87	-0.78	0.07	transcript:ENST00000054666
1	  7827680	  7827680	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
1	  7961655	  7961749	+	31	 965	0.12	 95	-14.74	-2.34	0.12	transcript:ENST00000377488
1	  9943464	  9943488	+	 4	  41	0.37	 25	  0.80	 0.10	0.05	transcript:ENST00000377205
1	 10032955	 10032965	+	 5	  74	0.53	 11	 -1.18	 0.19	0.22	transcript:ENST00000377153
1	 10033159	 10033159	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000377153
1	 10399022	 10399076	+	23	 447	0.26	 55	  9.37	-1.80	0.16	transcript:ENST00000460189
1	 10430426	 10430453	+	 7	 106	0.39	 28	 -2.91	-0.48	0.12	transcript:ENST00000462462
1	 10430752	 10430777	+	 3	  30	0.50	 26	 -0.93	 0.50	0.05	transcript:ENST00000462462
1	 10474946	 10474961	+	 5	  76	0.29	 16	  0.30	-0.22	0.05	transcript:ENST00000491661
1	 11012642	 11012684	+	11	 254	0.44	 43	 -0.75	-0.72	0.21	transcript:ENST00000614757
1	 11609506	 11609506	+	 1	   8	1.00	  1	  0.00	 2.00	1.00	NA
1	 11736117	 11736166	+	 8	  89	0.22	 50	 -6.71	-0.87	0.04	transcript:ENST00000510878
1	 11806221	 11806246	+	 4	  37	0.30	 26	  1.01	 0.04	0.02	transcript:ENST00000376496
1	 11908152	 11908152	+	 1	  16	1.00	  1	  0.00	 2.00	1.00	NA
1	 11934712	 11934739	+	14	 271	0.20	 28	 -0.58	-1.41	0.11	transcript:ENST00000429000
1	 11980431	 11980449	+	 7	 122	0.42	 19	  3.91	-0.38	0.15	transcript:ENST00000235329
1	 12019470	 12019531	+	11	 147	0.30	 62	 -5.31	-1.11	0.10	transcript:ENST00000235332
1	 12230055	 12230055	+	 1	  10	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000613099
1	 13749376	 13749439	+	 9	 112	0.34	 64	 15.54	-0.82	0.11	transcript:ENST00000505823
1	 15526842	 15526883	+	10	 140	0.23	 42	 -0.66	-1.10	0.07	transcript:ENST00000375847
1	 15604528	 15604528	+	 1	   9	1.00	  1	  0.00	 2.00	1.00	NA
1	 16367231	 16367245	+	11	 187	0.18	 15	 -1.41	-1.29	0.05	transcript:ENST00000492354
1	 16440704	 16440756	+	13	 327	0.22	 53	  0.43	-1.27	0.12	transcript:ENST00000513161
1	 19210395	 19210395	+	 1	  27	1.00	  1	  0.00	 2.00	1.00	NA
1	 19210495	 19210499	+	 3	  28	0.57	  5	  0.14	 0.59	0.11	NA
1	 19251567	 19251627	+	 9	  74	0.20	 61	 -8.80	-1.08	0.03	transcript:ENST00000330263
1	 19251795	 19251820	+	 5	  52	0.29	 26	 -4.58	-0.23	0.04	transcript:ENST00000330263
1	 19596969	 19597054	+	38	 770	0.12	 86	  1.47	-2.82	0.08	transcript:ENST00000602450
1	 19623490	 19623490	+	 1	   6	1.00	  1	  0.00	 2.00	1.00	NA
1	 21345674	 21345674	+	 1	  11	1.00	  1	  0.00	 2.00	1.00	NA
1	 21907102	 21907102	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
1	 21908057	 21908057	+	 1	  26	1.00	  1	  0.00	 2.00	1.00	NA
1	 22052671	 22052731	+	20	 372	0.17	 61	  6.90	-1.80	0.12	transcript:ENST00000662562
1	 22451854	 22451858	+	 2	  29	0.59	  5	  0.34	 1.02	0.02	transcript:ENST00000400239
1	 23368966	 23368974	+	 3	  16	0.38	  9	 -0.38	 0.42	0.00	NA
1	 23369199	 23369216	+	 2	  11	0.55	 18	 -0.77	 1.01	0.01	NA
1	 23691779	 23691817	+	27	2173	0.39	 39	  4.79	-1.50	0.26	transcript:ENST00000458455
1	 23692597	 23692608	+	 2	  22	0.64	 12	 -1.50	 1.05	0.05	transcript:ENST00000458455
1	 23743439	 23743497	+	21	 304	0.18	 59	  6.74	-2.02	0.09	transcript:ENST00000609199
1	 23791168	 23791187	+	 5	  52	0.33	 20	  0.58	-0.20	0.05	transcript:ENST00000421070
1	 23959197	 23959197	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000334351
1	 23959287	 23959287	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000334351
1	 23959793	 23959854	+	26	1350	0.44	 62	  2.46	-1.24	0.31	transcript:ENST00000334351
1	 24415793	 24415802	+	 3	  46	0.72	 10	  2.35	 0.86	0.28	transcript:ENST00000339255
1	 24643254	 24643316	+	17	 468	0.20	 63	  7.77	-1.42	0.16	transcript:ENST00000596378
1	 24745426	 24745452	+	 7	  59	0.25	 27	 -0.59	-0.73	0.03	transcript:ENST00000374379
1	 25338288	 25338361	+	18	 382	0.16	 74	 -6.24	-1.78	0.09	transcript:ENST00000374358
1	 25819953	 25820007	+	13	 119	0.21	 55	  0.15	-1.50	0.05	transcript:ENST00000374300
1	 26111804	 26111837	+	 7	  84	0.38	 34	  2.23	-0.44	0.13	transcript:ENST00000374271
1	 26234177	 26234223	+	 9	  94	0.17	 47	  8.06	-1.05	0.04	transcript:ENST00000252992
1	 26280075	 26280123	+	10	 205	0.26	 49	-11.66	-0.91	0.12	transcript:ENST00000319041
1	 26317904	 26317904	+	 1	   9	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000374213
1	 26317958	 26317958	+	 1	  10	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000374213
1	 26432323	 26432403	+	12	 109	0.15	 81	-12.41	-1.44	0.04	transcript:ENST00000430232
1	 26472420	 26472515	+	15	 683	0.51	 96	 34.24	-0.38	0.39	transcript:ENST00000619352
1	 26787967	 26787967	+	 1	   6	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000455364
1	 26921720	 26921810	+	43	2329	0.15	 91	-16.71	-2.51	0.17	transcript:ENST00000452707
1	 26941475	 26941475	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	NA
1	 27322175	 27322175	+	 1	   5	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000498220
1	 27322230	 27322245	+	 3	  19	0.42	 16	 -0.24	 0.44	0.02	transcript:ENST00000498220
1	 27773213	 27773252	+	 3	  43	0.56	 40	 -3.45	 0.64	0.14	transcript:ENST00000440806
1	 27830798	 27830828	+	 7	  88	0.48	 31	  1.36	-0.31	0.18	transcript:ENST00000431586
1	 27872544	 27872551	+	 4	  33	0.39	  8	 -0.71	 0.10	0.05	transcript:ENST00000442118
1	 28236080	 28236174	+	39	1859	0.15	 95	  6.17	-2.33	0.18	transcript:ENST00000465645
1	 28369670	 28369670	+	 1	   7	1.00	  1	  0.00	 2.00	1.00	transcript:ENST00000493669
1	 28369715	 28369771	+	12	 170	0.31	 57	 -8.88	-1.05	0.15	transcript:ENST00000493669
1	 28506041	 28506050	+	 6	 219	0.35	 10	 -1.58	-0.05	0.21	transcript:ENST00000373833
1	 28518226	 28518290	+	17	 182	0.17	 65	  3.73	-1.80	0.07	transcript:ENST00000430407
1	 28553084	 28553103	+	 5	  47	0.34	 20	 -1.95	-0.19	0.05	transcript:ENST00000373830
1	 28648600	 28648600	+	 1	  11	1.00	  1	  0.00	 2.00	1.00	NA
1	 28668782	 28668815	+	 5	  37	0.35	 34	 -4.34	-0.22	0.04	transcript:ENST00000294409
1	 28736992	 28736994	+	 2	  15	0.53	  3	 -0.07	 1.00	0.00	transcript:ENST00000496288
1	 28887078	 28887155	+	19	 807	0.24	 78	-10.10	-1.34	0.21	transcript:ENST00000347529
1	 30731988	 30731988	+	 1	   7	1.00	  1	  0.00	 2.00	1.00	NA
1	 31296995	 31297062	+	15	 289	0.21	 68	 -7.03	-1.53	0.10	transcript:ENST00000627541
1	 32108037	 32108108	+	12	 115	0.19	 72	 -6.62	-1.33	0.07	transcript:ENST00000471599
1	 32179686	 32179758	+	10	 121	0.28	 73	 15.27	-1.04	0.08	transcript:ENST00000373609
1	 32180065	 32180106	+	 3	  33	0.55	 42	 -3.38	 0.59	0.11	transcript:ENST00000373609
1	 32200621	 32200646	+	 3	  19	0.42	 26	  1.71	 0.44	0.02	transcript:ENST00000461819
1	 32205648	 32205666	+	 5	  34	0.38	 19	 -2.41	-0.19	0.06	transcript:ENST00000537469
